row,object_id,split,class,source_group,support,paired,reference_candidate,native_gt_ce,teacher_gt_ce,native_minus_teacher_gt_ce,kl_T2,gradient_cosine
77,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00267.jpg::gt:2,train,0,100MEDIA,True,True,True,0.45983702311676256,0.4916236687418729,-0.031786645625110396,0.11074304789815662,-0.03366507588895778
78,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00267.jpg::gt:3,train,0,100MEDIA,True,True,True,0.565928013218128,0.588503141774368,-0.022575128556240068,0.06565366871162208,-0.46210488231591473
79,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00267.jpg::gt:4,train,0,100MEDIA,True,True,True,0.32471612545097644,0.3845142237575132,-0.05979809830653676,0.09185063687394635,-0.787338866966959
80,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00267.jpg::gt:5,train,0,100MEDIA,True,True,True,0.6115843642711724,0.6942843791405936,-0.08270001486942122,0.13007112718734667,-0.39488644820698154
81,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00267.jpg::gt:6,train,0,100MEDIA,True,True,True,0.6367619219145405,1.125974717931431,-0.4892127960168907,0.8280151524624324,-0.40293099819424544
82,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00267.jpg::gt:7,train,0,100MEDIA,True,True,True,0.6292967233833759,0.7489696794159988,-0.11967295603262289,0.337846124639104,0.050934218728758925
83,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00267.jpg::gt:8,train,0,100MEDIA,True,True,True,0.648228831124214,0.7757498425334736,-0.1275210114092596,0.15994687039556896,-0.5210212363556201
84,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00267.jpg::gt:9,train,0,100MEDIA,True,True,True,0.6641791680065665,0.6566115954706666,0.007567572535899875,0.07450869929136841,0.7273137235682566
85,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00267.jpg::gt:10,train,0,100MEDIA,True,True,True,0.5449313548128957,0.6755360490507664,-0.13060469423787077,0.4177869167947321,-0.4793863697195945
86,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00267.jpg::gt:11,train,0,100MEDIA,True,True,True,0.37686539176175937,0.40966790967287786,-0.032802517911118476,0.14352737371659582,-0.11623892680255446
87,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00267.jpg::gt:12,train,1,100MEDIA,True,True,True,0.6971530145089194,0.708407801760448,-0.011254787251528564,0.10514599102176456,0.3216087794092742
