epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/fp_aux,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/fp_aux,lr/pg0,lr/pg1,lr/pg2
45,2776.54,1.10329,0.61538,1.07716,0,0,0,0,0,0,0,0,0,0.007822,0.007822,0.007822
46,2841.25,1.10461,0.61367,1.08058,0,0,0,0,0,0,0,0,0,0.0077725,0.0077725,0.0077725
47,2905.76,1.09956,0.61021,1.0788,0,0,0,0,0,0,0,0,0,0.007723,0.007723,0.007723
48,2969.87,1.09908,0.6102,1.07565,0,0,0,0,0,0,0,0,0,0.0076735,0.0076735,0.0076735
49,3034.4,1.09908,0.61054,1.07611,0,0,0,0,0,0,0,0,0,0.007624,0.007624,0.007624
50,3096.6,1.09669,0.6071,1.07336,0,0,0,0,0,0,0,0,0,0.0075745,0.0075745,0.0075745
51,3159.67,1.09639,0.60671,1.07325,0,0,0,0,0,0,0,0,0,0.007525,0.007525,0.007525
52,3224.61,1.0922,0.60436,1.07632,0,0,0,0,0,0,0,0,0,0.0074755,0.0074755,0.0074755
53,3290.47,1.09467,0.60209,1.0729,0,0,0,0,0,0,0,0,0,0.007426,0.007426,0.007426
54,3354.15,1.08983,0.59962,1.07261,0,0,0,0,0,0,0,0,0,0.0073765,0.0073765,0.0073765
55,3416.96,1.09127,0.59914,1.07424,0,0,0,0,0,0,0,0,0,0.007327,0.007327,0.007327
56,3480.86,1.08755,0.59644,1.07273,0,0,0,0,0,0,0,0,0,0.0072775,0.0072775,0.0072775
57,3545.26,1.0878,0.59625,1.0713,0,0,0,0,0,0,0,0,0,0.007228,0.007228,0.007228
58,3607.54,1.08421,0.59396,1.06918,0,0,0,0,0,0,0,0,0,0.0071785,0.0071785,0.0071785
59,3671.46,1.08593,0.59415,1.06912,0,0,0,0,0,0,0,0,0,0.007129,0.007129,0.007129
60,3735.7,1.08646,0.59286,1.06903,0,0,0,0,0,0,0,0,0,0.0070795,0.0070795,0.0070795
61,3799.84,1.08429,0.59121,1.07035,0,0,0,0,0,0,0,0,0,0.00703,0.00703,0.00703
62,3863.34,1.08318,0.58967,1.06789,0,0,0,0,0,0,0,0,0,0.0069805,0.0069805,0.0069805
63,3925.24,1.08307,0.59024,1.065,0,0,0,0,0,0,0,0,0,0.006931,0.006931,0.006931
64,3986.32,1.07953,0.58737,1.0684,0,0,0,0,0,0,0,0,0,0.0068815,0.0068815,0.0068815
65,4046.46,1.07998,0.58714,1.06793,0,0,0,0,0,0,0,0,0,0.006832,0.006832,0.006832
66,4108.27,1.07973,0.58743,1.06786,0,0,0,0,0,0,0,0,0,0.0067825,0.0067825,0.0067825
67,4168.44,1.07611,0.58043,1.06526,0,0,0,0,0,0,0,0,0,0.006733,0.006733,0.006733
68,4230.63,1.07816,0.58526,1.06541,0,0,0,0,0,0,0,0,0,0.0066835,0.0066835,0.0066835
69,4295.58,1.07371,0.58064,1.06239,0,0,0,0,0,0,0,0,0,0.006634,0.006634,0.006634
70,4357.51,1.07503,0.58004,1.06334,0,0,0,0,0,0,0,0,0,0.0065845,0.0065845,0.0065845
71,4418.61,1.07389,0.5784,1.06273,0,0,0,0,0,0,0,0,0,0.006535,0.006535,0.006535
72,4483.03,1.0735,0.57714,1.06269,0,0,0,0,0,0,0,0,0,0.0064855,0.0064855,0.0064855
73,4548.01,1.07174,0.57592,1.06069,0,0,0,0,0,0,0,0,0,0.006436,0.006436,0.006436
74,4609.7,1.07102,0.577,1.06182,0,0,0,0,0,0,0,0,0,0.0063865,0.0063865,0.0063865
75,4671.01,1.06881,0.57318,1.05923,0,0,0,0,0,0,0,0,0,0.006337,0.006337,0.006337
76,4733.32,1.06679,0.57253,1.06203,0,0,0,0,0,0,0,0,0,0.0062875,0.0062875,0.0062875
77,4795.45,1.06591,0.57078,1.05908,0,0,0,0,0,0,0,0,0,0.006238,0.006238,0.006238
78,4859.37,1.06527,0.57046,1.05955,0,0,0,0,0,0,0,0,0,0.0061885,0.0061885,0.0061885
79,4923.3,1.06521,0.56854,1.05912,0,0,0,0,0,0,0,0,0,0.006139,0.006139,0.006139
80,4986.15,1.06454,0.5683,1.06103,0,0,0,0,0,0,0,0,0,0.0060895,0.0060895,0.0060895
81,5047.62,1.06184,0.56843,1.05837,0,0,0,0,0,0,0,0,0,0.00604,0.00604,0.00604
82,5110.88,1.05951,0.5657,1.05862,0,0,0,0,0,0,0,0,0,0.0059905,0.0059905,0.0059905
83,5173.03,1.06221,0.56601,1.05357,0,0,0,0,0,0,0,0,0,0.005941,0.005941,0.005941
84,5237.52,1.06016,0.56571,1.0582,0,0,0,0,0,0,0,0,0,0.0058915,0.0058915,0.0058915
85,5302.49,1.05649,0.56196,1.05577,0,0,0,0,0,0,0,0,0,0.005842,0.005842,0.005842
86,5366.95,1.0562,0.5589,1.05407,0,0,0,0,0,0,0,0,0,0.0057925,0.0057925,0.0057925
87,5430.12,1.05325,0.55915,1.05371,0,0,0,0,0,0,0,0,0,0.005743,0.005743,0.005743
88,5492.83,1.05471,0.5595,1.05189,0,0,0,0,0,0,0,0,0,0.0056935,0.0056935,0.0056935
89,5557.36,1.05378,0.5575,1.05161,0,0,0,0,0,0,0,0,0,0.005644,0.005644,0.005644
90,5623.46,1.05307,0.55637,1.05298,0,0,0,0,0,0,0,0,0,0.0055945,0.0055945,0.0055945
91,5688.57,1.05337,0.55727,1.05232,0,0,0,0,0,0,0,0,0,0.005545,0.005545,0.005545
92,5753.73,1.05282,0.55607,1.0533,0,0,0,0,0,0,0,0,0,0.0054955,0.0054955,0.0054955
93,5818.11,1.05086,0.55596,1.05302,0,0,0,0,0,0,0,0,0,0.005446,0.005446,0.005446
94,5882.87,1.04871,0.55438,1.05067,0,0,0,0,0,0,0,0,0,0.0053965,0.0053965,0.0053965
95,5948.2,1.04802,0.55287,1.05064,0,0,0,0,0,0,0,0,0,0.005347,0.005347,0.005347
96,6014.62,1.04678,0.54975,1.04894,0,0,0,0,0,0,0,0,0,0.0052975,0.0052975,0.0052975
97,6080,1.04626,0.55049,1.04893,0,0,0,0,0,0,0,0,0,0.005248,0.005248,0.005248
98,6145.08,1.04534,0.54715,1.04726,0,0,0,0,0,0,0,0,0,0.0051985,0.0051985,0.0051985
99,6210.87,1.04198,0.5465,1.04736,0,0,0,0,0,0,0,0,0,0.005149,0.005149,0.005149
100,6276.41,1.04265,0.54593,1.0481,0,0,0,0,0,0,0,0,0,0.0050995,0.0050995,0.0050995
101,6343.26,1.04177,0.54652,1.04587,0,0,0,0,0,0,0,0,0,0.00505,0.00505,0.00505
102,6408.75,1.0413,0.54653,1.04852,0,0,0,0,0,0,0,0,0,0.0050005,0.0050005,0.0050005
103,6473.99,1.03832,0.54332,1.04838,0,0,0,0,0,0,0,0,0,0.004951,0.004951,0.004951
104,6540.03,1.03838,0.54258,1.04501,0,0,0,0,0,0,0,0,0,0.0049015,0.0049015,0.0049015
105,6606.88,1.03962,0.54192,1.04305,0,0,0,0,0,0,0,0,0,0.004852,0.004852,0.004852
106,6671.94,1.0384,0.54088,1.0474,0,0,0,0,0,0,0,0,0,0.0048025,0.0048025,0.0048025
107,6737.65,1.0345,0.53836,1.0464,0,0,0,0,0,0,0,0,0,0.004753,0.004753,0.004753
108,6803.69,1.03468,0.53909,1.04333,0,0,0,0,0,0,0,0,0,0.0047035,0.0047035,0.0047035
109,6867.14,1.03183,0.53668,1.04356,0,0,0,0,0,0,0,0,0,0.004654,0.004654,0.004654
110,6932.97,1.03382,0.53657,1.0458,0,0,0,0,0,0,0,0,0,0.0046045,0.0046045,0.0046045
111,6997.55,1.03093,0.53574,1.04207,0,0,0,0,0,0,0,0,0,0.004555,0.004555,0.004555
112,7063.27,1.02977,0.53301,1.04253,0,0,0,0,0,0,0,0,0,0.0045055,0.0045055,0.0045055
113,7130.38,1.02973,0.53514,1.04036,0,0,0,0,0,0,0,0,0,0.004456,0.004456,0.004456
114,7195.45,1.03082,0.53444,1.04035,0,0,0,0,0,0,0,0,0,0.0044065,0.0044065,0.0044065
115,7260.95,1.02669,0.53136,1.03788,0,0,0,0,0,0,0,0,0,0.004357,0.004357,0.004357
116,7327.49,1.02737,0.53141,1.03617,0,0,0,0,0,0,0,0,0,0.0043075,0.0043075,0.0043075
117,7392.8,1.02184,0.52715,1.03869,0,0,0,0,0,0,0,0,0,0.004258,0.004258,0.004258
118,7455.47,1.02273,0.5279,1.0399,0,0,0,0,0,0,0,0,0,0.0042085,0.0042085,0.0042085
119,7515.75,1.02244,0.52719,1.03827,0,0,0,0,0,0,0,0,0,0.004159,0.004159,0.004159
120,7583.24,1.02134,0.52596,1.03645,0,0,0,0,0,0,0,0,0,0.0041095,0.0041095,0.0041095
121,7648.24,1.02263,0.52563,1.03713,0,0,0,0,0,0,0,0,0,0.00406,0.00406,0.00406
122,7711.78,1.01977,0.52369,1.03494,0,0,0,0,0,0,0,0,0,0.0040105,0.0040105,0.0040105
123,7774.74,1.01637,0.52192,1.03386,0,0,0,0,0,0,0,0,0,0.003961,0.003961,0.003961
124,7837.57,1.01916,0.52232,1.03411,0,0,0,0,0,0,0,0,0,0.0039115,0.0039115,0.0039115
125,7900.97,1.01601,0.52079,1.03151,0,0,0,0,0,0,0,0,0,0.003862,0.003862,0.003862
126,7962.24,1.01494,0.52191,1.03269,0,0,0,0,0,0,0,0,0,0.0038125,0.0038125,0.0038125
127,8022.01,1.01372,0.51993,1.03332,0,0,0,0,0,0,0,0,0,0.003763,0.003763,0.003763
128,8080.19,1.01379,0.51868,1.03251,0,0,0,0,0,0,0,0,0,0.0037135,0.0037135,0.0037135
129,8139.12,1.01264,0.51832,1.03176,0,0,0,0,0,0,0,0,0,0.003664,0.003664,0.003664
130,8200.02,1.01145,0.51604,1.0313,0,0,0,0,0,0,0,0,0,0.0036145,0.0036145,0.0036145
131,8260.85,1.01231,0.51519,1.0294,0,0,0,0,0,0,0,0,0,0.003565,0.003565,0.003565
132,8321.19,1.00793,0.51428,1.02882,0,0,0,0,0,0,0,0,0,0.0035155,0.0035155,0.0035155
133,8381.82,1.00522,0.51153,1.02912,0,0,0,0,0,0,0,0,0,0.003466,0.003466,0.003466
134,8441.3,1.00458,0.51115,1.03003,0,0,0,0,0,0,0,0,0,0.0034165,0.0034165,0.0034165
135,8499.2,1.00464,0.51085,1.02761,0,0,0,0,0,0,0,0,0,0.003367,0.003367,0.003367
136,8558.77,1.00335,0.51056,1.02715,0,0,0,0,0,0,0,0,0,0.0033175,0.0033175,0.0033175
137,8617.56,1.00542,0.51022,1.02847,0,0,0,0,0,0,0,0,0,0.003268,0.003268,0.003268
138,8683.3,1.00136,0.50878,1.0268,0,0,0,0,0,0,0,0,0,0.0032185,0.0032185,0.0032185
139,8746.66,0.99955,0.50596,1.02482,0,0,0,0,0,0,0,0,0,0.003169,0.003169,0.003169
140,8809.31,0.99672,0.50446,1.02298,0,0,0,0,0,0,0,0,0,0.0031195,0.0031195,0.0031195
141,8870.59,0.99604,0.50341,1.02491,0,0,0,0,0,0,0,0,0,0.00307,0.00307,0.00307
142,8931.26,0.99714,0.50375,1.02506,0,0,0,0,0,0,0,0,0,0.0030205,0.0030205,0.0030205
143,8992.49,0.9915,0.50079,1.02376,0,0,0,0,0,0,0,0,0,0.002971,0.002971,0.002971
144,9055.61,0.99413,0.50048,1.02496,0,0,0,0,0,0,0,0,0,0.0029215,0.0029215,0.0029215
145,9118.05,0.99251,0.50044,1.02178,0,0,0,0,0,0,0,0,0,0.002872,0.002872,0.002872
146,9181.63,0.99246,0.49886,1.02063,0,0,0,0,0,0,0,0,0,0.0028225,0.0028225,0.0028225
147,9243.06,0.99205,0.49928,1.02249,0,0,0,0,0,0,0,0,0,0.002773,0.002773,0.002773
148,9306.44,0.9869,0.49625,1.02007,0,0,0,0,0,0,0,0,0,0.0027235,0.0027235,0.0027235
149,9369.34,0.9875,0.49528,1.01903,0,0,0,0,0,0,0,0,0,0.002674,0.002674,0.002674
150,9433.12,0.98587,0.49376,1.01886,0,0,0,0,0,0,0,0,0,0.0026245,0.0026245,0.0026245
151,9494.78,0.98687,0.49277,1.01995,0,0,0,0,0,0,0,0,0,0.002575,0.002575,0.002575
152,9553.89,0.98364,0.4921,1.01831,0,0,0,0,0,0,0,0,0,0.0025255,0.0025255,0.0025255
153,9612.93,0.98274,0.49107,1.01886,0,0,0,0,0,0,0,0,0,0.002476,0.002476,0.002476
154,9673.32,0.98056,0.49065,1.01773,0,0,0,0,0,0,0,0,0,0.0024265,0.0024265,0.0024265
155,9736.56,0.97891,0.48762,1.01593,0,0,0,0,0,0,0,0,0,0.002377,0.002377,0.002377
156,9799.38,0.97936,0.48861,1.01639,0,0,0,0,0,0,0,0,0,0.0023275,0.0023275,0.0023275
157,9860.99,0.9773,0.48541,1.01674,0,0,0,0,0,0,0,0,0,0.002278,0.002278,0.002278
158,9922.19,0.97746,0.48676,1.01447,0,0,0,0,0,0,0,0,0,0.0022285,0.0022285,0.0022285
159,9983.77,0.97388,0.48469,1.01744,0,0,0,0,0,0,0,0,0,0.002179,0.002179,0.002179
160,10046.1,0.97238,0.48195,1.01295,0,0,0,0,0,0,0,0,0,0.0021295,0.0021295,0.0021295
161,10107.5,0.9711,0.48171,1.01254,0,0,0,0,0,0,0,0,0,0.00208,0.00208,0.00208
162,10168,0.97152,0.48231,1.01124,0,0,0,0,0,0,0,0,0,0.0020305,0.0020305,0.0020305
163,10230.3,0.9669,0.4786,1.01186,0,0,0,0,0,0,0,0,0,0.001981,0.001981,0.001981
164,10291,0.96809,0.4792,1.01067,0,0,0,0,0,0,0,0,0,0.0019315,0.0019315,0.0019315
165,10351.8,0.96652,0.47637,1.00972,0,0,0,0,0,0,0,0,0,0.001882,0.001882,0.001882
166,10412.3,0.96237,0.4744,1.00952,0,0,0,0,0,0,0,0,0,0.0018325,0.0018325,0.0018325
167,10471.9,0.96364,0.47489,1.01247,0,0,0,0,0,0,0,0,0,0.001783,0.001783,0.001783
168,10533.2,0.96107,0.47436,1.00902,0,0,0,0,0,0,0,0,0,0.0017335,0.0017335,0.0017335
169,10597,0.95966,0.4726,1.00605,0,0,0,0,0,0,0,0,0,0.001684,0.001684,0.001684
170,10660.8,0.95837,0.47123,1.00701,0,0,0,0,0,0,0,0,0,0.0016345,0.0016345,0.0016345
171,10722.2,0.95958,0.47227,1.00696,0,0,0,0,0,0,0,0,0,0.001585,0.001585,0.001585
172,10784,0.95423,0.46749,1.00644,0,0,0,0,0,0,0,0,0,0.0015355,0.0015355,0.0015355
173,10846.5,0.9537,0.46749,1.00276,0,0,0,0,0,0,0,0,0,0.001486,0.001486,0.001486
174,10904.6,0.95323,0.46574,1.00573,0,0,0,0,0,0,0,0,0,0.0014365,0.0014365,0.0014365
175,10964,0.95038,0.46448,1.0047,0,0,0,0,0,0,0,0,0,0.001387,0.001387,0.001387
176,11026.5,0.94956,0.46444,1.00277,0,0,0,0,0,0,0,0,0,0.0013375,0.0013375,0.0013375
177,11087.6,0.94861,0.46292,1.00233,0,0,0,0,0,0,0,0,0,0.001288,0.001288,0.001288
178,11149.2,0.94426,0.46093,0.99952,0,0,0,0,0,0,0,0,0,0.0012385,0.0012385,0.0012385
179,11208.2,0.94702,0.46172,1.00188,0,0,0,0,0,0,0,0,0,0.001189,0.001189,0.001189
180,11267,0.94232,0.45863,0.99907,0,0,0,0,0,0,0,0,0,0.0011395,0.0011395,0.0011395
181,11328.2,0.94205,0.45763,0.99876,0,0,0,0,0,0,0,0,0,0.00109,0.00109,0.00109
182,11390,0.94002,0.45633,0.99967,0,0,0,0,0,0,0,0,0,0.0010405,0.0010405,0.0010405
183,11452.6,0.93981,0.45629,0.99732,0,0,0,0,0,0,0,0,0,0.000991,0.000991,0.000991
184,11515.2,0.93584,0.45406,0.99586,0,0,0,0,0,0,0,0,0,0.0009415,0.0009415,0.0009415
185,11576.8,0.93686,0.4529,0.99777,0,0,0,0,0,0,0,0,0,0.000892,0.000892,0.000892
186,11639.1,0.93427,0.4521,0.99757,0,0,0,0,0,0,0,0,0,0.0008425,0.0008425,0.0008425
187,11700.5,0.93507,0.45152,0.99564,0,0,0,0,0,0,0,0,0,0.000793,0.000793,0.000793
188,11761.9,0.92939,0.44939,0.99386,0,0,0,0,0,0,0,0,0,0.0007435,0.0007435,0.0007435
189,11822,0.93153,0.44933,0.99324,0,0,0,0,0,0,0,0,0,0.000694,0.000694,0.000694
190,11883.9,0.92813,0.44686,0.9922,0,0,0,0,0,0,0,0,0,0.0006445,0.0006445,0.0006445
191,11945,0.92641,0.4458,0.99245,0,0,0,0,0,0,0,0,0,0.000595,0.000595,0.000595
192,12005.8,0.9269,0.44511,0.9923,0,0,0,0,0,0,0,0,0,0.0005455,0.0005455,0.0005455
193,12066,0.92532,0.44544,0.99128,0,0,0,0,0,0,0,0,0,0.000496,0.000496,0.000496
194,12127.6,0.92369,0.44325,0.99499,0,0,0,0,0,0,0,0,0,0.0004465,0.0004465,0.0004465
195,12188.9,0.92118,0.44375,0.9887,0,0,0,0,0,0,0,0,0,0.000397,0.000397,0.000397
196,12250.6,0.92005,0.44107,0.99021,0,0,0,0,0,0,0,0,0,0.0003475,0.0003475,0.0003475
197,12309.9,0.91991,0.44194,0.99025,0,0,0,0,0,0,0,0,0,0.000298,0.000298,0.000298
198,12371.4,0.91605,0.43767,0.99075,0,0,0,0,0,0,0,0,0,0.0002485,0.0002485,0.0002485
199,12433.3,0.91679,0.43833,0.98897,0,0,0,0,0,0,0,0,0,0.000199,0.000199,0.000199
200,12503.3,0.91637,0.43872,0.98911,0,0.78316,0.71683,0.75994,0.53798,1.08835,0.5508,1.0638,0,0.0001495,0.0001495,0.0001495
