epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,phase_stop_fitness,lr/pg0,lr/pg1,lr/pg2
23,1728.09,2.29101,1.51753,1.17268,0.44545,0.3815,0.366,0.17799,2.38161,1.62699,1.16441,0.17799,0.00472775,0.00472775,0.00472775
24,1760.35,2.26635,1.49274,1.164,0.49327,0.40155,0.40917,0.19872,2.22058,1.38695,1.12031,0.19872,0.00471537,0.00471537,0.00471537
25,1791.06,2.2597,1.48442,1.16455,0.50175,0.43095,0.42448,0.20836,2.19592,1.38809,1.11576,0.20836,0.004703,0.004703,0.004703
26,1824.87,2.25335,1.46076,1.15942,0.51815,0.40932,0.42393,0.20892,2.20345,1.36914,1.11636,0.20892,0.00469063,0.00469063,0.00469063
27,1935.36,2.23984,1.45392,1.1525,0.52934,0.4313,0.44416,0.2222,2.16309,1.34247,1.10271,0.2222,0.00467825,0.00467825,0.00467825
28,1980.16,2.22725,1.44166,1.14369,0.52576,0.44249,0.44893,0.22634,2.14982,1.33548,1.10449,0.22634,0.00466587,0.00466587,0.00466587
29,2012.91,2.22649,1.42679,1.15035,0.52897,0.4353,0.45393,0.22686,2.13037,1.31718,1.09113,0.22686,0.0046535,0.0046535,0.0046535
30,2042.57,2.19807,1.4028,1.13945,0.52862,0.44559,0.45301,0.23295,2.15559,1.31256,1.09721,0.23295,0.00464113,0.00464113,0.00464113
31,2074.31,2.19653,1.40188,1.13335,0.50357,0.45409,0.45136,0.22842,2.14828,1.31398,1.10199,0.22842,0.00462875,0.00462875,0.00462875
32,2104.82,2.17761,1.38776,1.13107,0.57864,0.45706,0.48,0.24598,2.08413,1.25222,1.07905,0.24598,0.00461637,0.00461637,0.00461637
33,2134.99,2.1618,1.36873,1.12469,0.55073,0.46385,0.48158,0.2484,2.08106,1.24532,1.07979,0.2484,0.004604,0.004604,0.004604
34,2167.04,2.16547,1.36089,1.12642,0.5469,0.45994,0.47217,0.24665,2.0868,1.24592,1.07407,0.24665,0.00459163,0.00459163,0.00459163
35,2197.92,2.15808,1.35716,1.1212,0.54346,0.47232,0.48335,0.25024,2.06104,1.23688,1.07564,0.25024,0.00457925,0.00457925,0.00457925
36,2240.25,2.14077,1.33255,1.11404,0.54795,0.47961,0.4913,0.25953,2.04928,1.215,1.07211,0.25953,0.00456687,0.00456687,0.00456687
37,2281.54,2.12825,1.32878,1.11539,0.56705,0.47977,0.49668,0.26357,2.02038,1.19801,1.06099,0.26357,0.0045545,0.0045545,0.0045545
38,2417.39,2.12249,1.31575,1.10756,0.55775,0.49052,0.50217,0.26704,2.00252,1.17323,1.05646,0.26704,0.00454213,0.00454213,0.00454213
39,2523.35,2.11378,1.30242,1.10753,0.5608,0.49498,0.50576,0.26993,1.98968,1.17307,1.05057,0.26993,0.00452975,0.00452975,0.00452975
40,2638.39,2.107,1.29847,1.10332,0.56909,0.49553,0.50761,0.27116,1.99033,1.17001,1.0492,0.27116,0.00451737,0.00451737,0.00451737
41,2721.95,2.10283,1.29304,1.09826,0.5647,0.5015,0.51143,0.27313,1.99516,1.14858,1.04522,0.27313,0.004505,0.004505,0.004505
42,2754.34,2.08148,1.27987,1.09515,0.57063,0.50842,0.52191,0.28054,1.97158,1.14104,1.04239,0.28054,0.00449263,0.00449263,0.00449263
43,2786.41,2.07681,1.27023,1.09755,0.5674,0.51176,0.52478,0.28274,1.95578,1.13313,1.03908,0.28274,0.00448025,0.00448025,0.00448025
44,2838.99,2.06598,1.26908,1.09291,0.57066,0.51557,0.52564,0.28318,1.9438,1.12585,1.03606,0.28318,0.00446788,0.00446788,0.00446788
45,2870.14,2.06691,1.25836,1.08605,0.55608,0.51584,0.52476,0.28437,1.96276,1.12504,1.03823,0.28437,0.0044555,0.0044555,0.0044555
46,2901.58,2.0555,1.25085,1.08373,0.58704,0.52624,0.53559,0.29378,1.93937,1.10891,1.03049,0.29378,0.00444313,0.00444313,0.00444313
47,2932.68,2.05711,1.24369,1.08139,0.58145,0.52889,0.54016,0.29544,1.92626,1.1072,1.02657,0.29544,0.00443075,0.00443075,0.00443075
48,2963.54,2.052,1.23702,1.07888,0.58167,0.53616,0.54333,0.29982,1.91339,1.09304,1.02497,0.29982,0.00441838,0.00441838,0.00441838
49,2994.32,2.03216,1.21967,1.07351,0.57553,0.53473,0.54296,0.29993,1.90931,1.0844,1.0231,0.29993,0.004406,0.004406,0.004406
50,3025.34,2.02715,1.22312,1.071,0.58612,0.53534,0.5451,0.30117,1.90048,1.07675,1.02059,0.30117,0.00439362,0.00439362,0.00439362
51,3056.03,2.01864,1.20735,1.06944,0.58694,0.53733,0.54493,0.30196,1.89644,1.07057,1.01839,0.30196,0.00438125,0.00438125,0.00438125
52,3086.28,2.01003,1.19683,1.0681,0.58278,0.54079,0.54794,0.30502,1.88732,1.0652,1.01577,0.30502,0.00436888,0.00436888,0.00436888
53,3130.16,2.01126,1.19727,1.06244,0.58769,0.53716,0.54995,0.30747,1.87395,1.05849,1.01121,0.30747,0.0043565,0.0043565,0.0043565
54,3160.49,2.00693,1.18767,1.06017,0.58913,0.5442,0.55341,0.31086,1.85926,1.05327,1.00844,0.31086,0.00434412,0.00434412,0.00434412
55,3193.71,1.98988,1.18107,1.06109,0.59324,0.54849,0.55618,0.31239,1.85085,1.04819,1.00518,0.31239,0.00433175,0.00433175,0.00433175
56,3228.05,1.98338,1.1749,1.05768,0.59496,0.54646,0.55772,0.31566,1.8433,1.04162,1.00173,0.31566,0.00431938,0.00431938,0.00431938
57,3328.64,1.9684,1.15937,1.05415,0.59818,0.54753,0.55877,0.31698,1.84121,1.03722,1.00041,0.31698,0.004307,0.004307,0.004307
58,3360.07,1.96889,1.15238,1.05492,0.6028,0.54828,0.56057,0.31991,1.83362,1.02852,0.99858,0.31991,0.00429463,0.00429463,0.00429463
59,3390.48,1.97485,1.15215,1.05351,0.60812,0.54613,0.56408,0.32235,1.83068,1.02553,0.99692,0.32235,0.00428225,0.00428225,0.00428225
60,3421.86,1.95679,1.14558,1.05218,0.60538,0.54872,0.56526,0.32286,1.82905,1.02259,0.9958,0.32286,0.00426988,0.00426988,0.00426988
61,3456.43,1.9493,1.13621,1.04114,0.60364,0.55268,0.56638,0.32356,1.82403,1.01779,0.99441,0.32356,0.0042575,0.0042575,0.0042575
62,3496.45,1.95099,1.14075,1.0459,0.60236,0.55374,0.5688,0.32544,1.81738,1.0154,0.99228,0.32544,0.00424513,0.00424513,0.00424513
63,3629.85,1.93458,1.13302,1.03927,0.60557,0.55486,0.56843,0.32561,1.81174,1.0109,0.99081,0.32561,0.00423275,0.00423275,0.00423275
64,3756.01,1.94227,1.13008,1.03691,0.60699,0.5569,0.56895,0.32639,1.80855,1.00703,0.98944,0.32639,0.00422038,0.00422038,0.00422038
65,3854.67,1.92439,1.11531,1.03485,0.60718,0.55882,0.57043,0.32782,1.80385,1.00313,0.98764,0.32782,0.004208,0.004208,0.004208
66,3924.22,1.92716,1.11883,1.03384,0.61373,0.55623,0.57233,0.32977,1.79819,0.99934,0.98576,0.32977,0.00419563,0.00419563,0.00419563
67,3971.24,1.91538,1.11253,1.03774,0.61885,0.5567,0.57358,0.33177,1.79279,0.99675,0.98418,0.33177,0.00418325,0.00418325,0.00418325
68,4000.98,1.9062,1.10471,1.03092,0.62139,0.55895,0.57579,0.33363,1.78836,0.99269,0.9831,0.33363,0.00417088,0.00417088,0.00417088
69,4030.48,1.89991,1.10015,1.02948,0.62421,0.55759,0.57654,0.33588,1.7837,0.98948,0.98181,0.33588,0.0041585,0.0041585,0.0041585
70,4061.66,1.89547,1.09723,1.02819,0.62552,0.55832,0.57729,0.33726,1.77688,0.98547,0.98039,0.33726,0.00414612,0.00414612,0.00414612
71,4103.11,1.90282,1.09243,1.02646,0.63056,0.55826,0.57897,0.33791,1.77114,0.9824,0.97884,0.33791,0.00413375,0.00413375,0.00413375
72,4134.18,1.88971,1.09274,1.02399,0.63321,0.56076,0.58118,0.33922,1.76651,0.97982,0.97766,0.33922,0.00412138,0.00412138,0.00412138
73,4252.14,1.88379,1.0772,1.0277,0.6304,0.5626,0.58125,0.34022,1.76144,0.97695,0.97619,0.34022,0.004109,0.004109,0.004109
74,4313.49,1.87517,1.07892,1.02252,0.63098,0.56705,0.58316,0.34131,1.75758,0.97344,0.97532,0.34131,0.00409662,0.00409662,0.00409662
75,4433.84,1.872,1.07174,1.01862,0.63134,0.56605,0.58276,0.34146,1.75498,0.97096,0.97451,0.34146,0.00408425,0.00408425,0.00408425
76,4499.77,1.8645,1.06375,1.01832,0.63603,0.56464,0.58409,0.34261,1.75034,0.96769,0.97343,0.34261,0.00407187,0.00407187,0.00407187
77,4556.39,1.85897,1.06319,1.0135,0.63465,0.5681,0.58482,0.34304,1.74807,0.96553,0.9728,0.34304,0.0040595,0.0040595,0.0040595
78,4595.5,1.85266,1.05801,1.01794,0.63405,0.56727,0.58531,0.34339,1.74596,0.96334,0.97192,0.34339,0.00404712,0.00404712,0.00404712
79,4660.9,1.84814,1.0496,1.01061,0.63703,0.56801,0.58637,0.34446,1.74356,0.96047,0.97151,0.34446,0.00403475,0.00403475,0.00403475
80,4693.03,1.84562,1.04875,1.00873,0.63486,0.56841,0.58649,0.34504,1.74076,0.95843,0.9706,0.34504,0.00402237,0.00402237,0.00402237
81,4728.61,1.84622,1.04874,1.00767,0.6325,0.57027,0.58817,0.34627,1.73785,0.95647,0.96979,0.34627,0.00401,0.00401,0.00401
82,4838.96,1.83027,1.04384,1.00894,0.63608,0.56945,0.58791,0.3476,1.73483,0.95453,0.9688,0.3476,0.00399763,0.00399763,0.00399763
83,4942.26,1.82252,1.0328,1.00501,0.63521,0.57023,0.58814,0.34786,1.73187,0.95223,0.96801,0.34786,0.00398525,0.00398525,0.00398525
84,5080.41,1.81232,1.02325,1.00299,0.63682,0.57111,0.58889,0.34888,1.72946,0.9502,0.96754,0.34888,0.00397287,0.00397287,0.00397287
85,5122.1,1.8188,1.03962,1.00301,0.6373,0.5717,0.5886,0.34933,1.72715,0.9481,0.96688,0.34933,0.0039605,0.0039605,0.0039605
86,5203.22,1.81635,1.02545,1.00024,0.63726,0.57264,0.5889,0.35001,1.72484,0.94619,0.96636,0.35001,0.00394813,0.00394813,0.00394813
87,5271.43,1.80841,1.02991,1.00193,0.63716,0.57251,0.58948,0.35043,1.72269,0.94382,0.9658,0.35043,0.00393575,0.00393575,0.00393575
88,5330.9,1.80601,1.02047,0.99803,0.64313,0.57237,0.59044,0.35103,1.72066,0.94232,0.96531,0.35103,0.00392337,0.00392337,0.00392337
89,5371.92,1.79514,1.01259,0.99485,0.64446,0.57445,0.59249,0.352,1.71914,0.94065,0.96474,0.352,0.003911,0.003911,0.003911
90,5424.48,1.78677,1.0096,0.99453,0.64447,0.57239,0.59202,0.35282,1.71715,0.93862,0.96444,0.35282,0.00389863,0.00389863,0.00389863
91,5456.05,1.78885,1.00242,0.99765,0.64881,0.57436,0.59497,0.35355,1.71415,0.93629,0.96381,0.35355,0.00388625,0.00388625,0.00388625
92,5590.5,1.78323,1.00092,0.9942,0.64744,0.57451,0.59543,0.35444,1.7121,0.93454,0.96322,0.35444,0.00387388,0.00387388,0.00387388
93,5721.87,1.78197,0.99999,0.98872,0.64796,0.57435,0.59537,0.35487,1.70979,0.93308,0.96252,0.35487,0.0038615,0.0038615,0.0038615
94,5796.27,1.77664,0.9957,0.98783,0.64938,0.57439,0.59618,0.3549,1.70742,0.93083,0.96195,0.3549,0.00384913,0.00384913,0.00384913
95,5828.62,1.77501,0.99146,0.98839,0.64916,0.57474,0.59715,0.35563,1.70483,0.92909,0.96131,0.35563,0.00383675,0.00383675,0.00383675
96,5858.88,1.7741,0.99709,0.98699,0.65312,0.57615,0.59821,0.35673,1.70316,0.92721,0.9607,0.35673,0.00382438,0.00382438,0.00382438
97,5888.74,1.76721,0.98645,0.98744,0.65449,0.5767,0.59929,0.35723,1.70122,0.92602,0.9601,0.35723,0.003812,0.003812,0.003812
98,5919.44,1.76263,0.99133,0.98656,0.66246,0.57429,0.5994,0.35792,1.69889,0.92398,0.9594,0.35792,0.00379963,0.00379963,0.00379963
99,5954.33,1.75775,0.98585,0.9826,0.66519,0.57549,0.60054,0.35908,1.69666,0.92234,0.95899,0.35908,0.00378725,0.00378725,0.00378725
100,5989.59,1.75757,0.97445,0.98238,0.66421,0.57553,0.6008,0.35904,1.69485,0.92104,0.95836,0.35904,0.00377488,0.00377488,0.00377488
101,6035.77,1.7493,0.9714,0.97961,0.66584,0.57556,0.60188,0.35972,1.69291,0.91952,0.958,0.35972,0.0037625,0.0037625,0.0037625
102,6074.4,1.75723,0.97804,0.98164,0.66146,0.57648,0.60226,0.36068,1.69134,0.91823,0.95761,0.36068,0.00375013,0.00375013,0.00375013
103,6188.72,1.74078,0.97197,0.98126,0.66412,0.57784,0.60431,0.3611,1.68936,0.91639,0.95704,0.3611,0.00373775,0.00373775,0.00373775
104,6232.28,1.74144,0.96626,0.98048,0.66369,0.57976,0.60466,0.36188,1.68708,0.91471,0.95636,0.36188,0.00372537,0.00372537,0.00372537
105,6276.03,1.73395,0.9595,0.97869,0.66361,0.57888,0.6054,0.36275,1.68521,0.91277,0.95581,0.36275,0.003713,0.003713,0.003713
106,6318.03,1.72321,0.95779,0.9761,0.66498,0.57853,0.60604,0.36311,1.68268,0.91134,0.95522,0.36311,0.00370063,0.00370063,0.00370063
107,6385.47,1.73239,0.95743,0.97458,0.66264,0.58114,0.6068,0.36379,1.68086,0.90943,0.95451,0.36379,0.00368825,0.00368825,0.00368825
108,6511.26,1.72188,0.95199,0.96751,0.65879,0.58337,0.60683,0.36414,1.67801,0.90727,0.95383,0.36414,0.00367587,0.00367587,0.00367587
109,6554.2,1.71588,0.95421,0.97142,0.66054,0.58366,0.6073,0.36477,1.67571,0.9057,0.95303,0.36477,0.0036635,0.0036635,0.0036635
110,6583.84,1.7149,0.94416,0.96908,0.66102,0.58375,0.60861,0.36587,1.67293,0.90389,0.95216,0.36587,0.00365113,0.00365113,0.00365113
111,6614.13,1.70463,0.94363,0.96795,0.66358,0.58496,0.60953,0.36606,1.67067,0.90178,0.95149,0.36606,0.00363875,0.00363875,0.00363875
112,6644.19,1.71523,0.94658,0.9694,0.66424,0.58567,0.61059,0.36685,1.66854,0.90019,0.95093,0.36685,0.00362637,0.00362637,0.00362637
113,6675.6,1.71452,0.94363,0.97047,0.66343,0.58873,0.6119,0.36769,1.66582,0.89826,0.95013,0.36769,0.003614,0.003614,0.003614
114,6724.3,1.69639,0.93565,0.96935,0.66487,0.58865,0.61268,0.36868,1.66356,0.89607,0.94954,0.36868,0.00360163,0.00360163,0.00360163
115,6780.43,1.70332,0.93654,0.96918,0.66099,0.5899,0.61313,0.36885,1.66117,0.89415,0.94894,0.36885,0.00358925,0.00358925,0.00358925
116,6833.33,1.69273,0.93255,0.96844,0.66479,0.58937,0.61387,0.36898,1.659,0.89238,0.94839,0.36898,0.00357688,0.00357688,0.00357688
117,6873.59,1.6939,0.93602,0.96169,0.66308,0.59028,0.61444,0.36978,1.65646,0.89016,0.94769,0.36978,0.0035645,0.0035645,0.0035645
118,6941.82,1.69282,0.92787,0.96425,0.66219,0.59017,0.61436,0.37022,1.6543,0.88809,0.94709,0.37022,0.00355212,0.00355212,0.00355212
119,7012.8,1.68286,0.92612,0.9638,0.66287,0.58991,0.61476,0.37073,1.65149,0.88604,0.94651,0.37073,0.00353975,0.00353975,0.00353975
120,7158.13,1.67308,0.91844,0.96186,0.66578,0.59129,0.61663,0.37161,1.6496,0.88442,0.94609,0.37161,0.00352737,0.00352737,0.00352737
121,7204.8,1.67884,0.9264,0.96133,0.6674,0.59309,0.6187,0.37265,1.64726,0.88225,0.94538,0.37265,0.003515,0.003515,0.003515
122,7249.46,1.6795,0.91831,0.9627,0.66918,0.59385,0.61984,0.37313,1.6451,0.88052,0.9448,0.37313,0.00350263,0.00350263,0.00350263
123,7294.77,1.67528,0.917,0.95902,0.66791,0.59376,0.61976,0.37396,1.64271,0.87856,0.94409,0.37396,0.00349025,0.00349025,0.00349025
124,7356.6,1.66505,0.90982,0.95712,0.66998,0.59346,0.62081,0.37398,1.64048,0.87708,0.94365,0.37398,0.00347788,0.00347788,0.00347788
125,7490.66,1.67711,0.91717,0.95893,0.66967,0.59484,0.62026,0.37521,1.63853,0.8749,0.94309,0.37521,0.0034655,0.0034655,0.0034655
126,7622.94,1.66963,0.91036,0.95953,0.66982,0.59496,0.62141,0.37607,1.63602,0.87316,0.94249,0.37607,0.00345313,0.00345313,0.00345313
127,7752.03,1.65757,0.90198,0.95623,0.67076,0.59619,0.62257,0.37657,1.63394,0.87129,0.94192,0.37657,0.00344075,0.00344075,0.00344075
128,7887.67,1.65748,0.90414,0.95683,0.67222,0.59666,0.62351,0.37744,1.63137,0.86962,0.94133,0.37744,0.00342838,0.00342838,0.00342838
129,7954.94,1.65539,0.90878,0.958,0.67303,0.59601,0.62374,0.37812,1.62853,0.86787,0.94059,0.37812,0.003416,0.003416,0.003416
130,7987.18,1.66051,0.90642,0.95117,0.67481,0.59742,0.62479,0.37894,1.6261,0.86599,0.93997,0.37894,0.00340363,0.00340363,0.00340363
131,8047.15,1.64624,0.89773,0.95127,0.67869,0.59627,0.62526,0.37964,1.62404,0.86441,0.93953,0.37964,0.00339125,0.00339125,0.00339125
132,8120.03,1.64472,0.89633,0.95194,0.6824,0.59679,0.62666,0.38065,1.62132,0.86253,0.93895,0.38065,0.00337887,0.00337887,0.00337887
133,8153.58,1.63709,0.89125,0.95352,0.67701,0.59875,0.62711,0.38155,1.61891,0.86057,0.9384,0.38155,0.0033665,0.0033665,0.0033665
134,8186.23,1.64536,0.89351,0.95446,0.6777,0.60009,0.62792,0.38205,1.61642,0.85872,0.93799,0.38205,0.00335412,0.00335412,0.00335412
135,8220.03,1.64138,0.88617,0.95437,0.67804,0.60009,0.62876,0.38301,1.61399,0.85701,0.93741,0.38301,0.00334175,0.00334175,0.00334175
136,8257.74,1.63373,0.88323,0.95122,0.67709,0.60233,0.63,0.38378,1.6116,0.85516,0.93679,0.38378,0.00332937,0.00332937,0.00332937
137,8370.85,1.62856,0.88506,0.94646,0.68139,0.60198,0.63049,0.38439,1.60963,0.85326,0.93625,0.38439,0.003317,0.003317,0.003317
138,8410.92,1.62486,0.87782,0.94354,0.67903,0.604,0.63139,0.38508,1.60762,0.85194,0.93563,0.38508,0.00330462,0.00330462,0.00330462
139,8447.9,1.62393,0.87902,0.94733,0.67801,0.60566,0.63183,0.38567,1.60478,0.84972,0.93519,0.38567,0.00329225,0.00329225,0.00329225
140,8485.29,1.62833,0.88313,0.9466,0.67935,0.60609,0.63287,0.3865,1.60223,0.84807,0.93444,0.3865,0.00327988,0.00327988,0.00327988
141,8524.07,1.61829,0.87608,0.94587,0.67956,0.606,0.63348,0.38712,1.59972,0.84605,0.93386,0.38712,0.0032675,0.0032675,0.0032675
142,8574.36,1.61668,0.87544,0.94326,0.68001,0.60912,0.63555,0.38775,1.59794,0.84461,0.93343,0.38775,0.00325512,0.00325512,0.00325512
143,8681.02,1.61331,0.87663,0.94603,0.68124,0.60828,0.63609,0.38876,1.59521,0.84288,0.93261,0.38876,0.00324275,0.00324275,0.00324275
144,8753.88,1.60932,0.86947,0.94272,0.68087,0.60962,0.637,0.38895,1.59355,0.84164,0.93219,0.38895,0.00323038,0.00323038,0.00323038
145,8792.88,1.61225,0.87078,0.9419,0.68376,0.60797,0.63795,0.38962,1.59121,0.83976,0.93161,0.38962,0.003218,0.003218,0.003218
146,8854.59,1.59938,0.8641,0.94023,0.68644,0.60628,0.63785,0.39066,1.58898,0.83836,0.93106,0.39066,0.00320562,0.00320562,0.00320562
147,8955.21,1.60958,0.87168,0.94297,0.68485,0.60758,0.63869,0.3912,1.58691,0.83671,0.93048,0.3912,0.00319325,0.00319325,0.00319325
148,9072.36,1.60558,0.86492,0.94256,0.68687,0.60808,0.63944,0.39185,1.58471,0.83485,0.92987,0.39185,0.00318088,0.00318088,0.00318088
149,9105.99,1.59528,0.85795,0.93934,0.68693,0.60869,0.63997,0.39218,1.58221,0.83298,0.92921,0.39218,0.0031685,0.0031685,0.0031685
150,9151.4,1.59903,0.8597,0.94082,0.6896,0.60932,0.64121,0.39312,1.57973,0.8314,0.92874,0.39312,0.00315612,0.00315612,0.00315612
151,9185.46,1.59228,0.86114,0.94097,0.68862,0.60894,0.64135,0.39379,1.57707,0.8296,0.92814,0.39379,0.00314375,0.00314375,0.00314375
152,9219.58,1.593,0.85818,0.94035,0.6894,0.61186,0.64254,0.39433,1.57479,0.8278,0.92751,0.39433,0.00313138,0.00313138,0.00313138
153,9312.8,1.58228,0.85626,0.93679,0.69163,0.61121,0.64187,0.39486,1.57239,0.82622,0.92703,0.39486,0.003119,0.003119,0.003119
154,9371.72,1.58997,0.85064,0.9376,0.69159,0.61162,0.64225,0.39531,1.57009,0.82451,0.92637,0.39531,0.00310662,0.00310662,0.00310662
155,9418.27,1.57056,0.84618,0.93311,0.6923,0.61304,0.64341,0.39627,1.56774,0.82274,0.92583,0.39627,0.00309425,0.00309425,0.00309425
156,9455.23,1.57537,0.84677,0.93714,0.69369,0.61469,0.64461,0.39721,1.56559,0.8212,0.92518,0.39721,0.00308187,0.00308187,0.00308187
157,9491.83,1.57838,0.85175,0.93451,0.69431,0.61407,0.64482,0.39784,1.56337,0.81971,0.92466,0.39784,0.0030695,0.0030695,0.0030695
158,9622.97,1.57839,0.84754,0.93424,0.69583,0.61425,0.64563,0.39852,1.56035,0.81784,0.92398,0.39852,0.00305712,0.00305712,0.00305712
159,9691.44,1.57996,0.85272,0.93692,0.69517,0.61579,0.6462,0.39908,1.55833,0.81603,0.92352,0.39908,0.00304475,0.00304475,0.00304475
160,9728.05,1.5654,0.83812,0.93207,0.69761,0.61689,0.64673,0.39974,1.5563,0.81424,0.92311,0.39974,0.00303237,0.00303237,0.00303237
161,9761.62,1.569,0.83927,0.93371,0.69987,0.61754,0.64779,0.40065,1.55439,0.81251,0.92265,0.40065,0.00302,0.00302,0.00302
162,9848.3,1.56716,0.83678,0.92718,0.70197,0.61764,0.64865,0.40148,1.55176,0.81056,0.92205,0.40148,0.00300762,0.00300762,0.00300762
163,9967.92,1.56326,0.84063,0.93123,0.69919,0.61849,0.64889,0.40219,1.5493,0.80896,0.92149,0.40219,0.00299525,0.00299525,0.00299525
164,10004.9,1.55995,0.83597,0.93005,0.69917,0.62023,0.65041,0.40269,1.54721,0.80748,0.92107,0.40269,0.00298288,0.00298288,0.00298288
165,10062.1,1.55649,0.83354,0.92686,0.70091,0.62039,0.65082,0.40314,1.54576,0.80594,0.92054,0.40314,0.0029705,0.0029705,0.0029705
166,10092,1.54914,0.82765,0.92572,0.69999,0.62023,0.65077,0.40418,1.54407,0.80441,0.92009,0.40418,0.00295813,0.00295813,0.00295813
167,10124.1,1.5503,0.82762,0.93006,0.69816,0.62102,0.65161,0.40477,1.54191,0.80291,0.91968,0.40477,0.00294575,0.00294575,0.00294575
168,10156.5,1.55038,0.82951,0.92889,0.70065,0.62278,0.65284,0.40552,1.53945,0.80156,0.91912,0.40552,0.00293338,0.00293338,0.00293338
169,10191.6,1.5531,0.83004,0.9298,0.70149,0.62273,0.65321,0.4063,1.53737,0.79989,0.91868,0.4063,0.002921,0.002921,0.002921
170,10226.2,1.54406,0.83155,0.92962,0.70303,0.62394,0.65425,0.40697,1.53503,0.79764,0.9182,0.40697,0.00290863,0.00290863,0.00290863
171,10261.9,1.54281,0.82308,0.92335,0.70147,0.62455,0.65427,0.40742,1.53201,0.79605,0.91751,0.40742,0.00289625,0.00289625,0.00289625
172,10294.5,1.5401,0.81875,0.92522,0.69997,0.62535,0.65528,0.40851,1.5289,0.7938,0.91693,0.40851,0.00288388,0.00288388,0.00288388
173,10429.1,1.54335,0.82739,0.9243,0.70126,0.62501,0.65556,0.40878,1.52642,0.79234,0.91631,0.40878,0.0028715,0.0028715,0.0028715
