epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,phase_stop_fitness,lr/pg0,lr/pg1,lr/pg2
349,19733.5,1.18357,0.59865,0.85308,0.78184,0.72113,0.75593,0.49587,1.27591,0.61955,0.86974,0.49587,0.0006935,0.0006935,0.0006935
350,19789.3,1.18761,0.60456,0.85169,0.78174,0.72143,0.75632,0.4961,1.27461,0.61883,0.86959,0.4961,0.000681125,0.000681125,0.000681125
351,19837.9,1.18511,0.60043,0.8516,0.78304,0.72191,0.75755,0.49646,1.27384,0.61836,0.86948,0.49646,0.00066875,0.00066875,0.00066875
352,19878.8,1.17602,0.59679,0.85187,0.78318,0.72223,0.75765,0.4963,1.27263,0.61782,0.86932,0.4963,0.000656375,0.000656375,0.000656375
353,19923.7,1.16972,0.59361,0.85116,0.78476,0.72179,0.75808,0.49657,1.27226,0.61741,0.86928,0.49657,0.000644,0.000644,0.000644
354,19967.9,1.16909,0.59598,0.85288,0.78647,0.72192,0.75882,0.49686,1.27182,0.6171,0.86916,0.49686,0.000631625,0.000631625,0.000631625
355,20013.6,1.17046,0.59444,0.84876,0.78923,0.71997,0.7588,0.49699,1.27182,0.61673,0.86919,0.49699,0.00061925,0.00061925,0.00061925
356,20059.6,1.17233,0.59602,0.85262,0.78637,0.72112,0.75883,0.49689,1.27197,0.61636,0.86914,0.49689,0.000606875,0.000606875,0.000606875
357,20164.1,1.16057,0.59244,0.85131,0.79047,0.72067,0.75942,0.49702,1.27053,0.61595,0.86893,0.49702,0.0005945,0.0005945,0.0005945
358,20222,1.16364,0.59095,0.8515,0.79311,0.72072,0.76028,0.49737,1.2696,0.6152,0.86882,0.49737,0.000582125,0.000582125,0.000582125
359,20269.3,1.16235,0.59275,0.85053,0.7892,0.72167,0.76071,0.49782,1.2686,0.61439,0.86866,0.49782,0.00056975,0.00056975,0.00056975
360,20318.4,1.15504,0.5879,0.84933,0.79325,0.72105,0.76121,0.49824,1.26811,0.61404,0.86866,0.49824,0.000557375,0.000557375,0.000557375
361,20435.7,1.16161,0.58796,0.84794,0.79342,0.72167,0.76138,0.49884,1.26725,0.61318,0.86854,0.49884,0.000545,0.000545,0.000545
362,20573.1,1.15507,0.58681,0.84872,0.7943,0.72254,0.7619,0.49867,1.26681,0.61283,0.86845,0.49867,0.000532625,0.000532625,0.000532625
363,20625.9,1.16555,0.59068,0.84832,0.79596,0.72253,0.76257,0.49908,1.26666,0.61255,0.8684,0.49908,0.00052025,0.00052025,0.00052025
364,20677.9,1.15769,0.58534,0.8487,0.78954,0.72496,0.7629,0.4994,1.26602,0.612,0.86824,0.4994,0.000507875,0.000507875,0.000507875
365,20728.1,1.15254,0.58766,0.84904,0.7891,0.72474,0.76294,0.4993,1.26508,0.61137,0.86811,0.4993,0.0004955,0.0004955,0.0004955
366,20798.1,1.15598,0.59427,0.84821,0.78969,0.72545,0.7632,0.50007,1.26408,0.61095,0.86795,0.50007,0.000483125,0.000483125,0.000483125
367,20858.8,1.15033,0.58708,0.84831,0.78871,0.7258,0.76355,0.50038,1.26323,0.61064,0.86774,0.50038,0.00047075,0.00047075,0.00047075
368,20949.6,1.15046,0.58241,0.84741,0.7904,0.72539,0.76373,0.50034,1.26228,0.60996,0.86765,0.50034,0.000458375,0.000458375,0.000458375
369,21051.7,1.1407,0.58158,0.84682,0.79434,0.7249,0.76446,0.5008,1.26139,0.60951,0.86752,0.5008,0.000446,0.000446,0.000446
370,21112.7,1.13979,0.57732,0.84798,0.793,0.72519,0.7642,0.50108,1.26108,0.6091,0.86748,0.50108,0.000433625,0.000433625,0.000433625
371,21208.9,1.13226,0.57515,0.84576,0.79175,0.72719,0.76466,0.50138,1.25992,0.60853,0.86732,0.50138,0.00042125,0.00042125,0.00042125
372,21260.7,1.13234,0.57674,0.84589,0.79222,0.72767,0.76509,0.50194,1.2588,0.60774,0.8672,0.50194,0.000408875,0.000408875,0.000408875
373,21345.2,1.13654,0.58034,0.84453,0.7966,0.72648,0.76562,0.50192,1.25841,0.60724,0.8671,0.50192,0.0003965,0.0003965,0.0003965
374,21400.6,1.12859,0.5725,0.84487,0.79663,0.72646,0.76557,0.50255,1.25753,0.60674,0.86698,0.50255,0.000384125,0.000384125,0.000384125
375,21518,1.12884,0.57608,0.84371,0.79703,0.72572,0.76526,0.50279,1.25718,0.60661,0.86688,0.50279,0.00037175,0.00037175,0.00037175
376,21642.1,1.12932,0.57386,0.84499,0.79874,0.72499,0.76544,0.50315,1.2562,0.60597,0.86667,0.50315,0.000359375,0.000359375,0.000359375
377,21754.1,1.12173,0.57157,0.84414,0.79801,0.72622,0.76594,0.5034,1.2557,0.60558,0.86664,0.5034,0.000347,0.000347,0.000347
378,21881.3,1.12974,0.57968,0.84395,0.79769,0.72654,0.76586,0.50346,1.2546,0.6052,0.86648,0.50346,0.000334625,0.000334625,0.000334625
379,22016.1,1.1285,0.57192,0.84357,0.79114,0.72907,0.76581,0.50347,1.25436,0.60483,0.86633,0.50347,0.00032225,0.00032225,0.00032225
380,22153.1,1.1235,0.56774,0.84256,0.79343,0.72891,0.76631,0.50363,1.2539,0.60456,0.86629,0.50363,0.000309875,0.000309875,0.000309875
381,22277.8,1.12268,0.5709,0.84484,0.79114,0.7289,0.76599,0.50348,1.25354,0.6043,0.86613,0.50348,0.0002975,0.0002975,0.0002975
382,22331.9,1.11484,0.56577,0.84012,0.79194,0.7295,0.76615,0.50374,1.2528,0.60409,0.86601,0.50374,0.000285125,0.000285125,0.000285125
383,22364.4,1.11509,0.56817,0.84159,0.79155,0.72986,0.76636,0.50359,1.25265,0.60388,0.86591,0.50359,0.00027275,0.00027275,0.00027275
384,22410.1,1.11033,0.56529,0.84165,0.79365,0.72899,0.76689,0.50409,1.25225,0.60361,0.86581,0.50409,0.000260375,0.000260375,0.000260375
385,22446,1.1078,0.56426,0.84224,0.7941,0.72937,0.76702,0.50397,1.25155,0.60333,0.86573,0.50397,0.000248,0.000248,0.000248
386,22495.7,1.11807,0.56424,0.84247,0.79581,0.73018,0.76786,0.50443,1.25152,0.60307,0.86569,0.50443,0.000235625,0.000235625,0.000235625
387,22539,1.11583,0.56449,0.84116,0.79293,0.7305,0.76763,0.50438,1.25129,0.60291,0.86569,0.50438,0.00022325,0.00022325,0.00022325
388,22612,1.11273,0.56296,0.84183,0.79371,0.73111,0.76848,0.50515,1.25096,0.60223,0.86561,0.50515,0.000210875,0.000210875,0.000210875
389,22650.7,1.10664,0.56031,0.84011,0.79479,0.73105,0.76797,0.50505,1.25148,0.60214,0.86563,0.50505,0.0001985,0.0001985,0.0001985
390,22683.5,1.10448,0.55885,0.84066,0.79248,0.73211,0.76818,0.50535,1.25142,0.60228,0.86553,0.50535,0.000186125,0.000186125,0.000186125
391,22761.4,1.10395,0.55875,0.84103,0.79444,0.73113,0.76832,0.50494,1.25107,0.60187,0.86551,0.50494,0.00017375,0.00017375,0.00017375
392,22897.2,1.09501,0.55542,0.83751,0.79488,0.73187,0.76948,0.50556,1.25112,0.60168,0.86557,0.50556,0.000161375,0.000161375,0.000161375
393,23032.2,1.10162,0.56195,0.84021,0.79348,0.73152,0.76893,0.50588,1.25139,0.60133,0.8655,0.50588,0.000149,0.000149,0.000149
394,23169.6,1.09597,0.55528,0.84061,0.7939,0.73261,0.76938,0.50571,1.25186,0.60136,0.86553,0.50571,0.000136625,0.000136625,0.000136625
395,23306.1,1.10053,0.55621,0.83987,0.79312,0.73264,0.76833,0.50599,1.25196,0.60128,0.86556,0.50599,0.00012425,0.00012425,0.00012425
396,23442,1.09483,0.5586,0.83924,0.7927,0.73295,0.7689,0.50614,1.25174,0.60091,0.86559,0.50614,0.000111875,0.000111875,0.000111875
397,23554.9,1.09221,0.55651,0.83973,0.79513,0.73187,0.76905,0.5061,1.25195,0.60132,0.86557,0.5061,9.95e-05,9.95e-05,9.95e-05
398,23600.5,1.08462,0.55294,0.84021,0.7949,0.73107,0.76856,0.50633,1.25209,0.60122,0.86556,0.50633,8.7125e-05,8.7125e-05,8.7125e-05
399,23633.9,1.08704,0.55236,0.8379,0.7964,0.73135,0.76916,0.50666,1.25224,0.6008,0.86553,0.50666,7.475e-05,7.475e-05,7.475e-05
400,23688.3,1.08611,0.55088,0.83975,0.79623,0.73123,0.76901,0.50661,1.25196,0.60061,0.86542,0.50661,6.2375e-05,6.2375e-05,6.2375e-05
