dataset,id,n_common_objects,rgb_luminance,teacher_only_fraction,student_only_fraction,teacher_only_strict_low_fraction,both_hit_loc_delta_mean,P3_fg_delta_cka,P3_bg_delta_cka,P4_fg_delta_cka,P4_bg_delta_cka,P5_fg_delta_cka,P5_bg_delta_cka
dronevehicle,00334,21,75.56460571289062,0.09523809523809523,0.047619047619047616,0.047619047619047616,-0.033372024090462415,0.42156204134225844,0.2616685777902603,0.3975433886051178,0.26550025641918185,0.24286365509033203,0.1902001529932022
dronevehicle,00340,1,41.611976623535156,0.0,0.0,0.0,0.023095362099515793,0.28052085638046265,0.08316757827997208,0.3564994275569916,0.11987289935350418,,-0.02712770104408263
dronevehicle,00343,2,41.842899322509766,0.0,0.0,0.0,0.014257847183729078,0.5054620936512947,0.16557306349277495,0.41420930325984956,0.1401791200041771,0.15414590835571285,0.20107553303241732
dronevehicle,00346,1,128.854248046875,0.0,0.0,0.0,-0.021570035297779344,0.4141262829303741,0.19908924922347068,,0.14450929462909698,,0.1507578670978546
dronevehicle,00357,9,129.690673828125,0.0,0.0,0.0,-0.061420364284895584,0.6651314362883568,0.1893871784210205,0.5186121672391891,0.13334591761231424,0.31478880643844603,0.2518246293067932
dronevehicle,00358,15,128.9914093017578,0.0,0.0,0.0,-0.04369371583950808,0.7981549844145774,0.1663935225456953,0.7067897543311119,0.12601801119744777,0.10589618086814878,0.12893182039260864
dronevehicle,00359,19,130.37332153320312,0.0,0.0,0.0,-0.04903732211597486,0.6691975519061089,0.1823624949902296,0.6760730043053627,0.13914655819535254,0.24324376583099366,0.1500131145119667
dronevehicle,00366,28,122.33509826660156,0.0,0.0,0.0,-0.03203152995349968,0.860079313069582,0.4008626610040665,0.869140361994505,0.32449079751968385,0.37081299275159835,0.19218291342258453
dronevehicle,00390,26,74.03791046142578,0.15384615384615385,0.0,0.07692307692307693,-0.025834081515072577,0.5862745843827725,0.24524750411510468,0.6068490251898766,0.3127091214060783,0.26768594682216645,0.2514850854873657
dronevehicle,00395,6,113.13387298583984,0.3333333333333333,0.0,0.3333333333333333,-0.08278869579942008,0.43258514404296877,0.17707067131996154,0.4099165201187134,0.1733800657093525,0.04634543657302859,0.12175443172454836
dronevehicle,00399,2,113.35235595703125,0.0,0.0,0.0,-0.05675441960708011,0.6986631721258163,0.2912267126142979,0.6687969446182251,0.273884542286396,,0.0669288098812103
dronevehicle,00402,16,64.56653594970703,0.0,0.0,0.0,-0.03350625451485087,0.7702887013554574,0.2613467827439308,0.7305155605077743,0.28730088621377947,0.4079690515995026,0.28122682571411134
dronevehicle,00404,7,67.46826934814453,0.0,0.14285714285714285,0.0,-0.10617439456744726,0.18581503629684448,0.20910357162356377,0.14951335489749906,0.1594673477113247,0.3088345527648926,0.08258896470069887
dronevehicle,00408,7,69.82752990722656,0.0,0.0,0.0,0.021160985080028966,0.7623514622449875,0.28549986742436884,0.7429549157619476,0.300692680478096,0.04696623086929319,0.19147630035877228
dronevehicle,00410,6,73.3149185180664,0.0,0.0,0.0,0.032931465258497106,0.7288067474961281,0.3487230408936739,0.6222621381282807,0.28017333820462226,0.061005806922912575,0.16857152581214907
dronevehicle,00413,3,55.47784423828125,0.0,0.0,0.0,0.08010091028825102,0.6620423510670662,0.2420371614396572,0.6542137771844864,0.21296459212899208,,0.24496421217918396
dronevehicle,00420,4,90.65092468261719,0.25,0.0,0.25,-0.028268467320164897,0.3479746446013451,0.25123538374900817,0.2759872168302536,0.2116849735379219,,0.10506709516048429
dronevehicle,00421,8,90.51831817626953,0.125,0.125,0.0,0.020711470562465382,0.5606860563158989,0.3192365124821663,0.5983202368021011,0.24427086263895034,0.1942726194858551,0.08171240091323853
dronevehicle,00433,4,55.667659759521484,0.0,0.0,0.0,0.043381255284252934,0.6627653956413269,0.14377228170633316,0.5200178146362304,0.15525551363825799,,0.0707854092121124
dronevehicle,00436,2,62.184913635253906,0.0,0.0,0.0,0.005002179754283187,0.37365023493766786,0.13328816294670104,0.26608737707138064,0.1472589023411274,,0.1307499438524246
dronevehicle,00437,3,67.69500732421875,0.0,0.0,0.0,0.04421801064821288,0.26668534278869627,0.15548496656119823,0.29310281574726105,0.17495166286826133,0.13510024547576904,0.15206266939640045
dronevehicle,00438,2,73.45574188232422,0.0,0.0,0.0,-0.030169109568682073,0.6032247006893158,0.18344051912426948,0.45871535539627073,0.17059760317206382,,0.12770510017871856
dronevehicle,00450,11,144.6656036376953,0.0,0.0,0.0,-0.03213215939944121,0.5490886315703392,0.25773287639021875,0.5458935409784317,0.27554575353860855,0.09633251428604128,0.21359072327613832
dronevehicle,00459,22,137.1730499267578,0.0,0.0,0.0,-0.01799378616909918,0.8317132037132978,0.40283585116267207,0.7873374208807945,0.3669394239783287,0.49033830761909486,0.11371863484382627
dronevehicle,00464,20,134.65708923339844,0.0,0.05,0.0,0.002325327176426873,0.3817500457167625,0.414034041762352,0.3400906339287758,0.3757429555058479,0.09635279178619385,0.27687002122402193
dronevehicle,00468,18,140.13719177246094,0.0,0.0,0.0,0.05304225691870421,0.3475641246885061,0.3275921430438757,0.3144625902175903,0.28330358266830447,0.07572302818298338,0.1675751507282257
dronevehicle,00470,10,142.0138397216797,0.0,0.0,0.0,0.02494433411186602,0.34970248565077783,0.33156471252441405,0.35918880105018614,0.2931662678718567,-0.0489615023136139,0.22525185346603394
dronevehicle,00484,20,132.8394775390625,0.05,0.0,0.05,-0.0545389867938091,0.7071827974170446,0.48848908618092535,0.6938079565763473,0.42034667283296584,0.24275446534156797,0.2564502000808716
dronevehicle,00494,8,141.3282928466797,0.0,0.0,0.0,0.008831652169386556,0.7124550707638264,0.3947110868990421,0.7446338310837746,0.335193806886673,0.4774574935436249,0.34513075947761535
dronevehicle,00495,10,141.37701416015625,0.0,0.0,0.0,-0.0562240860642433,0.8067541062831879,0.3616680860519409,0.7214308768510819,0.2856923699378967,0.28797795176506047,0.21216768920421603
dronevehicle,00509,11,136.35133361816406,0.0,0.0,0.0,-0.06379536197778966,0.7825187843292951,0.13689582496881486,0.6762655273079872,0.13724533319473267,0.34949110746383666,0.20119031071662902
dronevehicle,00523,7,143.38497924804688,0.0,0.0,0.0,-0.061694335095334854,0.5030016362667084,0.40069605112075807,0.4451489135622978,0.33733737394213675,0.2612971603870392,0.26864247024059296
dronevehicle,00537,6,54.28704071044922,0.0,0.0,0.0,-0.04972510879004224,0.6606310695409775,0.3332904152572155,0.6430538207292557,0.24216478317975998,0.16211378574371338,0.25377469062805175
dronevehicle,00541,17,122.98602294921875,0.0,0.0,0.0,-0.04149198317689601,0.7784228470176459,0.4270064659416676,0.7516561940312385,0.2829852685332298,0.3134493052959442,0.22705831527709963
dronevehicle,00565,5,145.34031677246094,0.0,0.0,0.0,-0.0036310171585560713,0.7560703590512275,0.3954741504043341,0.6759354382753372,0.3693669192492962,0.4524446427822113,0.2032561242580414
dronevehicle,00567,9,100.2522964477539,0.0,0.0,0.0,-0.02323723798145468,0.7558611832559109,0.18304726406931876,0.7416371792554856,0.1350949540734291,0.39377272725105283,0.10580869913101199
dronevehicle,00572,1,75.70523834228516,0.0,0.0,0.0,0.10555382125897594,0.4547014534473419,0.2863983266055584,0.34783821105957036,0.1544276788830757,,0.07560102939605712
dronevehicle,00582,7,66.40805053710938,0.0,0.0,0.0,0.018490825571179377,0.726138623803854,0.35334356427192687,0.6969485402107238,0.22662545889616012,0.10766563415527342,0.22392120957374573
dronevehicle,00583,7,67.48514556884766,0.0,0.0,0.0,-0.02743464367061164,0.6245584309101104,0.39293258301913736,0.5635138705372811,0.2781829871237278,0.17572982907295231,0.22290247976779937
dronevehicle,00588,8,107.19743347167969,0.0,0.0,0.0,-0.02004461270251326,0.7446073554456234,0.2058391809463501,0.6736224159598351,0.15513470470905305,0.15247281789779665,0.0577374964952469
dronevehicle,00597,12,123.8470458984375,0.0,0.0,0.0,-0.07494958935385414,0.7990245379507541,0.3538284204900265,0.7485400259494781,0.2832018733024597,0.5069326817989349,0.18780944049358367
dronevehicle,00606,2,76.9823989868164,0.0,0.0,0.0,-0.018196644027224984,0.51341412961483,0.23393250480294228,0.5667858093976974,0.15758581832051277,0.4720150470733643,0.16351720690727234
dronevehicle,00607,6,79.96932983398438,0.0,0.0,0.0,0.05664332523096619,0.6511607393622398,0.21861837953329086,0.5781315043568611,0.16286301612854004,-0.04384593963623051,0.1659166097640991
dronevehicle,00608,6,76.0521240234375,0.0,0.0,0.0,-0.012839444881601178,0.6113892510533333,0.2508241146802902,0.6252598971128464,0.18700517863035201,0.19882130026817324,0.21631051301956178
dronevehicle,00614,6,90.29025268554688,0.0,0.0,0.0,-0.03943113114114105,0.6458661407232285,0.26047066748142245,0.6006216764450073,0.22671840563416482,0.2312200367450714,0.15040024518966677
dronevehicle,00618,4,87.99842071533203,0.0,0.0,0.0,-0.047249527089660404,0.6921245723962783,0.3568674262613058,0.5752466589212417,0.28056369349360466,0.14021373987197872,0.16954686641693117
dronevehicle,00625,5,132.81344604492188,0.0,0.0,0.0,-0.0787261955997303,0.5250567615032196,0.2560362994670868,0.5939814120531082,0.2554563045501709,0.33469526171684266,0.13373773097991942
dronevehicle,00632,6,121.8379135131836,0.0,0.0,0.0,-0.037613689278882666,0.6464473500847816,0.18986521065235137,0.6749281376600266,0.14196561872959138,0.25020222663879393,0.09342215359210967
dronevehicle,00635,5,125.7123794555664,0.0,0.0,0.0,-0.0339138332208879,0.47625599429011345,0.1254897691309452,0.4177934736013412,0.13184448555111886,0.06171904802322392,0.06484974622726442
dronevehicle,00636,2,124.28506469726562,0.0,0.0,0.0,-0.04671207029542235,0.2740012019872665,0.15065294802188872,0.10816346406936644,0.10620913729071617,,0.011553052067756642
dronevehicle,00643,11,119.50286102294922,0.0,0.0,0.0,-0.06514215801989726,0.6982360370457172,0.22592060789465904,0.6807238459587097,0.16369275376200676,0.24051970839500425,0.15591201186180115
dronevehicle,00648,39,133.34471130371094,0.0,0.07692307692307693,0.0,-0.01738958548882056,0.6433199599385262,0.39226048067212105,0.6682250194251538,0.24733223021030426,0.4332985311746597,0.24377213418483734
dronevehicle,00651,12,136.75765991210938,0.0,0.0,0.0,-0.03744438745971023,0.7711463607847691,0.2882440537214279,0.7148698776960373,0.22083665281534196,0.3371793270111084,0.24780616164207458
dronevehicle,00654,16,122.86691284179688,0.0,0.0,0.0,-0.006724129845355694,0.7563981108367444,0.3859499543905258,0.7197483256459236,0.313307835906744,0.2212786555290222,0.20316554009914398
dronevehicle,00655,6,145.96543884277344,0.0,0.0,0.0,0.0008254324854376124,0.39564586281776426,0.2687444411218166,0.3950705051422119,0.16401490122079848,0.049982804059982344,0.15398831367492677
dronevehicle,00663,15,139.0963897705078,0.0,0.0,0.0,-0.028901336912325697,0.7060767605900764,0.3512322440743446,0.68936517983675,0.2639555364847183,0.40917019844055175,0.24940121173858643
dronevehicle,00666,54,129.03004455566406,0.0,0.07407407407407407,0.0,-0.016991239790904517,0.765542059764266,0.21304716616868974,0.7884465090930461,0.1811031550168991,0.17903993725776673,0.18533778190612793
dronevehicle,00667,65,131.13442993164062,0.03076923076923077,0.015384615384615385,0.015384615384615385,-0.022115137166595737,0.8221018018200994,0.3880911521613598,0.8231031630188227,0.37932913154363634,0.17898441851139069,0.339096999168396
dronevehicle,00670,5,142.24374389648438,0.0,0.2,0.0,-0.02394186926186212,0.737431651353836,0.18170250058174134,0.7551565080881119,0.15702882930636405,0.4465906322002411,0.2860265880823135
dronevehicle,00693,27,136.2646484375,0.0,0.037037037037037035,0.0,-0.028227385648166858,0.7848904266953468,0.3093197479844093,0.7746392518281937,0.28273473456501963,0.627136504650116,0.23284510970115663
dronevehicle,00704,12,137.18746948242188,0.0,0.0,0.0,-0.055511715938282996,0.8254835523664952,0.30320180878043174,0.7770075380802155,0.23760434836149216,0.3315856397151947,0.10610985159873965
dronevehicle,00715,13,140.52090454101562,0.0,0.0,0.0,-0.008715612150410373,0.6421975493431091,0.33837887421250346,0.6264246076345443,0.2950776606798172,0.6368066281080246,0.10531843900680543
dronevehicle,00716,2,140.69383239746094,0.0,0.0,0.0,-0.010090916694759311,0.18785206973552704,0.17087870873510838,0.11097948551177977,0.16651613339781762,,0.2084796756505966
dronevehicle,00722,24,124.29840850830078,0.041666666666666664,0.0,0.0,-0.0013944121270359387,0.7800240829586983,0.37544292509555816,0.7581475034356118,0.31616983860731124,0.2406011879444122,0.256222739815712
dronevehicle,00736,7,138.68789672851562,0.14285714285714285,0.0,0.0,-0.00023041521086825112,0.7190311670303344,0.26269678547978403,0.6403858989477158,0.23275290206074714,0.5208899736404419,0.21840059459209443
dronevehicle,00744,15,141.23556518554688,0.0,0.06666666666666667,0.0,-0.005116339243948474,0.3115074887871742,0.2490025632083416,0.38579796254634857,0.25077536776661874,0.39476306140422823,0.21453208923339845
dronevehicle,00747,13,139.54507446289062,0.0,0.0,0.0,-0.0583263018873634,0.5702072620391846,0.21646334752440452,0.5046694666147232,0.1757630378007889,0.2778377175331116,0.20676577538251878
dronevehicle,00748,13,132.6754150390625,0.0,0.07692307692307693,0.0,-0.014090735618015326,0.551918850839138,0.2781535439193249,0.6394175067543983,0.2142419382929802,0.5700653463602066,0.1719394326210022
dronevehicle,00749,12,136.35231018066406,0.0,0.0,0.0,-0.028428549689309246,0.5074941869825125,0.3843596391379833,0.550538769364357,0.33511354625225065,0.5597845494747162,0.26632832288742064
dronevehicle,00768,56,128.21957397460938,0.0,0.0,0.0,-0.019125946792775333,0.8189221426844597,0.3823683522641659,0.8235670521855354,0.28498065173625947,0.19944347441196442,0.17495850324630735
dronevehicle,00776,12,140.09425354003906,0.0,0.0,0.0,-0.028819692337714104,0.5874505244195461,0.2844430163502693,0.5319442838430405,0.16829715967178344,0.3810467064380646,0.10790881514549255
dronevehicle,00788,16,138.91372680664062,0.0,0.0,0.0,-0.03304595326999969,0.5827074863016606,0.3027688808739185,0.5031266182661056,0.24207262992858886,0.4095331013202667,0.14044887125492095
dronevehicle,00811,24,22.20823097229004,0.08333333333333333,0.0,0.041666666666666664,0.012116728633113517,0.618083781003952,0.17138451635837554,0.6213011264801025,0.15260143876075744,0.27649344205856324,0.14776719063520433
dronevehicle,00822,22,3.638169288635254,0.18181818181818182,0.045454545454545456,0.0,0.12829337473967767,0.4412095174193382,0.1315107002854347,0.39956875070929526,0.1746254324913025,0.18625726699829104,0.11331085562705995
dronevehicle,00823,38,142.01641845703125,0.0,0.10526315789473684,0.0,-0.21434276399816046,0.610235507786274,0.2749738946557045,0.6629738375544548,0.2170348882675171,0.5451241731643677,0.1591768205165863
dronevehicle,00833,20,147.44252014160156,0.05,0.1,0.05,-0.054093530211438146,0.7682350136339664,0.23102125376462937,0.7432701110839843,0.27958542853593826,0.4331728100776672,0.19148250818252566
dronevehicle,00841,11,130.2198486328125,0.0,0.0,0.0,-0.0621398438135546,0.7193931065499782,0.4523362323641777,0.7136574670672416,0.47852151542901994,0.4970693111419678,0.34254397451877594
dronevehicle,00842,19,134.9665069580078,0.0,0.0,0.0,-0.024647099170985835,0.7625572271645069,0.2524433508515358,0.7948174923658371,0.24651393294334412,0.5648856729269027,0.1352971613407135
dronevehicle,00875,11,60.49625015258789,0.09090909090909091,0.0,0.0,-0.009564470150372118,0.5461783304810524,0.19486634880304338,0.6072475373744964,0.15104179084300995,0.3035264730453491,0.12999604046344757
dronevehicle,00883,12,8.728632926940918,0.0,0.0,0.0,0.05554211592097194,0.6649340033531189,0.14764393717050553,0.6946768194437027,0.12051437348127364,0.5804801672697067,0.09348845183849336
dronevehicle,00893,4,142.75213623046875,0.25,0.0,0.25,-0.09676622081486924,0.43323100209236143,0.2593760401010513,0.496245339512825,0.23522661924362182,0.5212570428848267,0.3262121587991714
dronevehicle,00895,4,35.20354461669922,0.0,0.0,0.0,0.03411591055608615,0.6124059118330478,0.19380104243755342,0.6671466574072837,0.20826780274510384,0.3410125970840454,0.17902869880199435
dronevehicle,00896,8,105.5288314819336,0.0,0.0,0.0,-0.04624916134673522,0.4797194868326187,0.1863063707947731,0.5622639909386635,0.1302671104669571,0.5560593634843827,0.29627261161804197
dronevehicle,00908,6,3.493642568588257,0.3333333333333333,0.0,0.0,0.03115843015928721,0.334520423412323,0.1310224637389183,0.31265358030796053,0.1699718177318573,-0.1944089472293854,0.08739366829395295
dronevehicle,00909,20,35.61699295043945,0.15,0.0,0.0,-0.007433194270031124,0.6715469025075436,0.3444357842206955,0.6785996548831463,0.34284461438655855,0.0049344778060912975,0.19370049238204956
dronevehicle,00910,22,27.33984375,0.13636363636363635,0.045454545454545456,0.0,0.12019713548979626,0.4788451626896858,0.19368521571159364,0.4995036080479622,0.2780998036265373,0.2936248779296875,0.10704782903194426
dronevehicle,00913,8,46.65394592285156,0.0,0.0,0.0,0.029973495915135887,0.559210792183876,0.2162195585668087,0.5255094051361084,0.1902675934135914,0.5054826200008392,0.1568000227212906
dronevehicle,00914,13,6.04306697845459,0.15384615384615385,0.0,0.15384615384615385,0.036574718559801926,0.6589355386793614,0.2030498780310154,0.6873713739216327,0.2485307514667511,0.2064316809177399,0.13279578387737273
dronevehicle,00925,63,10.190921783447266,0.6825396825396826,0.0,0.3333333333333333,0.09131928729958076,0.32277868688106537,0.0820543959736824,0.31056255400180816,0.10476911067962646,0.14438068568706514,-0.035571497678756725
dronevehicle,00933,2,12.949018478393555,0.0,0.0,0.0,0.07773273538405923,0.4082987070083618,0.14239394962787627,0.48470654487609866,0.15300890654325486,,0.11892663538455961
dronevehicle,00947,7,10.801161766052246,0.7142857142857143,0.0,0.42857142857142855,,0.26565932035446166,0.08419655039906501,0.36613571345806123,0.1328364059329033,0.4696966916322708,0.17627753615379332
dronevehicle,00955,31,7.227471828460693,0.41935483870967744,0.0,0.16129032258064516,0.10012807102384229,0.38962888717651367,0.2239312008023262,0.45102243795990943,0.254962232708931,0.30312004387378694,0.3781743228435516
dronevehicle,00967,11,141.4405517578125,0.0,0.0,0.0,-0.0046972975830451465,0.7100956000387668,0.426896620541811,0.6443489909172058,0.31793469488620757,0.262436980009079,0.16661605536937713
dronevehicle,00968,4,134.89295959472656,0.0,0.0,0.0,-0.0035128316999413767,0.7298457153141499,0.2823641777038574,0.8139698550105094,0.26242817342281344,0.4576387882232666,0.17992882132530214
dronevehicle,00971,7,110.29166412353516,0.0,0.0,0.0,-0.03427442438723897,0.32658669874072077,0.2715189017355442,0.44875382632017136,0.2575463205575943,0.46421633660793304,0.28945268988609313
dronevehicle,00972,42,149.20864868164062,0.0,0.023809523809523808,0.0,-0.020954061530661473,0.7545967385172844,0.2906527481973171,0.7496075719594956,0.29344122260808947,0.36462506651878357,0.2705912411212921
dronevehicle,00973,34,29.18532943725586,0.29411764705882354,0.0,0.17647058823529413,0.02196914243663643,0.4709168016910553,0.24524394795298576,0.4880408078432083,0.2626564145088196,0.35082598924636843,0.18631496727466584
dronevehicle,00974,50,50.86833953857422,0.18,0.02,0.02,0.21609337774127857,0.4547338090837002,0.2408012256026268,0.5431170418858529,0.23329665064811705,0.2051332801580429,0.1795113801956177
dronevehicle,00996,9,32.8255615234375,0.1111111111111111,0.0,0.0,0.08500934511149223,0.6696965038776398,0.14683496654033662,0.7394500508904457,0.10503422021865845,0.1141100823879242,0.22451572716236115
dronevehicle,00999,12,29.371244430541992,0.16666666666666666,0.0,0.08333333333333333,0.0659003736077579,0.4860706001520157,0.19230883419513703,0.4581249848008156,0.22086153477430343,0.01738248169422152,0.22279841899871827
dronevehicle,01002,35,28.594280242919922,0.05714285714285714,0.0,0.0,0.06862348581971209,0.6802965678274632,0.42991973012685775,0.6430664524435997,0.3084090933203697,0.32520142793655393,0.26969494223594664
dronevehicle,01008,7,56.82668685913086,0.0,0.0,0.0,-0.002991205825754866,0.6147937327623367,0.30138255953788756,0.5818171769380569,0.2685741648077965,0.38044593930244447,0.22239178717136382
dronevehicle,01011,15,55.37955093383789,0.0,0.0,0.0,0.0845761427636839,0.664656688272953,0.38920493200421336,0.6755411833524704,0.34836762845516206,0.2611978530883789,0.17164716124534607
dronevehicle,01012,13,52.59171676635742,0.0,0.0,0.0,0.0142588479854398,0.8001503579318523,0.24861823618412018,0.7380771026015281,0.16845694482326506,0.3977077841758728,0.13720764219760895
dronevehicle,01016,5,7.548290729522705,0.4,0.0,0.0,0.028435933582527606,0.2475547045469284,0.14650210738182068,0.284252992272377,0.13053378462791443,0.25637136697769164,0.21250758171081544
dronevehicle,01021,6,60.10194778442383,0.0,0.0,0.0,0.03898103919807696,0.7069677859544754,0.13548276498913764,0.7425588935613632,0.09422021359205246,0.19009504318237302,0.09599775671958921
dronevehicle,01022,2,23.546964645385742,0.0,0.0,0.0,0.02832800825334092,0.5464419037103653,0.07907751947641373,0.538572010397911,0.04982111752033233,0.41008898615837097,0.1528854310512543
