dataset,split,fixed_stratum,condition_index,dx_input_px,dy_input_px,linf_px,l2_px,fixed_n,teacher_unclamped_support_n,iou_advantage_mean,teacher_minus_native_ce_mean,teacher_ce_better_fraction,kl_t2_mean4_mean,cosine_mean,positive_cosine_fraction_fixed,original_quality_gate_n,original_quality_gate_survived_n,original_quality_gate_survival_fraction,new_quality_gate_members_n,lost_mass_t1_mean4_mean,lost_mass_t2_mean4_mean,conditional_vs_exact_box_max_abs_px_mean,conditional_vs_exact_box_max_abs_px_max
dronevehicle,train,base,22,4,-4,4,5.656854249492381,15019,14280,-0.22177263956038076,0.44877947871830953,0.039816232771822356,1.5596326854541949,-0.03551831079386036,0.437445901857647,87,34,0.39080459770114945,7,0.01028052812760542,0.01352074243493007,0.493664058457742,4.974012747488359
dronevehicle,train,n_iou_lt_070,22,4,-4,4,5.656854249492381,366,333,-0.011908449644473558,-0.23521532323705188,0.5819672131147541,1.4603524356863045,0.40076027140215287,0.8825136612021858,87,34,0.39080459770114945,7,0.017620637663919577,0.021594148843800474,0.8766244441862195,3.9524533256432335
dronevehicle,train,quality_gate070,22,4,-4,4,5.656854249492381,87,81,0.016327516368626883,-0.36878192572974977,0.6896551724137931,1.7643448073495482,0.4788486236339583,0.9195402298850575,87,34,0.39080459770114945,0,0.011699537793607712,0.016279975449295676,0.5515591128740879,3.705174899797555
dronevehicle,val,base,22,4,-4,4,5.656854249492381,2821,2695,-0.19657025227654018,0.4128610153056427,0.11343495214462956,1.6792441947977317,0.04470250132462943,0.5267635590216235,47,17,0.3617021276595745,1,0.010648265099379477,0.014034401573981385,0.5099820544641746,4.065698214508387
dronevehicle,val,n_iou_lt_070,22,4,-4,4,5.656854249492381,229,218,0.002370159723028938,-0.2252987043304272,0.6899563318777293,1.3851411989614721,0.44472014286082223,0.9344978165938864,47,17,0.3617021276595745,1,0.01362818553765163,0.01799942966358822,0.7084394294306914,3.7335384176201956
dronevehicle,val,quality_gate070,22,4,-4,4,5.656854249492381,47,47,0.03206444183600997,-0.3787966597723549,0.8936170212765957,1.7399141974457621,0.5462604392791257,1.0,47,17,0.3617021276595745,0,0.00606756888714236,0.009868199188406358,0.3479384617383805,3.6543686511008673
dronevehicle,train,base,23,-4,4,4,5.656854249492381,15019,14290,-0.20950478997728686,0.3991850836939074,0.0392835741394234,1.4307275319902895,-0.03253602752275702,0.44716692189892804,87,18,0.20689655172413793,5,0.010070136738024508,0.0131780409765283,0.4835828146463187,4.126531031353522
dronevehicle,train,n_iou_lt_070,23,-4,4,4,5.656854249492381,366,342,-0.021214947052536272,-0.1787283340399816,0.5601092896174863,1.3369446473732705,0.3617857062358224,0.8497267759562842,87,18,0.20689655172413793,5,0.0150951807708885,0.019608077406351315,0.7576286154717197,3.935790993760534
dronevehicle,train,quality_gate070,23,-4,4,4,5.656854249492381,87,84,-0.03219347319548253,-0.2555961233484947,0.5977011494252874,1.5426025051268346,0.35435264986263976,0.8045977011494253,87,18,0.20689655172413793,0,0.011811620342430192,0.016743243684716136,0.5177685124549609,3.829562541573466
dronevehicle,val,base,23,-4,4,4,5.656854249492381,2821,2726,-0.17008355800638486,0.32517384719298836,0.10350939383197448,1.4079279792046657,0.048327060300974764,0.5459057071960298,47,22,0.46808510638297873,1,0.00826440578878647,0.011743798382145593,0.40959790167941473,4.584904783789341
dronevehicle,val,n_iou_lt_070,23,-4,4,4,5.656854249492381,229,219,-0.0027159526962126836,-0.22229932080103804,0.6550218340611353,1.3562981041985152,0.40837575604602283,0.9039301310043668,47,22,0.46808510638297873,1,0.01095089196727197,0.015237890917657605,0.5950059222531778,3.976330241738367
dronevehicle,val,quality_gate070,23,-4,4,4,5.656854249492381,47,46,0.04124590520048668,-0.3391721993102331,0.851063829787234,1.5355346796877383,0.5065641648931856,0.9574468085106383,47,22,0.46808510638297873,0,0.00441949919434228,0.007609753980973714,0.20837431019989747,2.890717912605723
dronevehicle,train,base,24,-4,-4,4,5.656854249492381,15019,14240,-0.226050134584793,0.4575140972012697,0.03855116851987483,1.5981296316068778,-0.02705263491994623,0.45096211465477065,87,25,0.28735632183908044,5,0.011153197550769668,0.014318267921849342,0.5259180098003602,4.011025303167344
dronevehicle,train,n_iou_lt_070,24,-4,-4,4,5.656854249492381,366,338,-0.015956807259639685,-0.17257839297519045,0.5765027322404371,1.5517927098355975,0.41927104898175105,0.8961748633879781,87,25,0.28735632183908044,5,0.017798884415754286,0.022067165327862674,0.8506170378759715,3.935790993760534
dronevehicle,train,quality_gate070,24,-4,-4,4,5.656854249492381,87,84,0.00928893974982488,-0.3339912532228519,0.6781609195402298,1.8520953081995057,0.4902260961913921,0.9770114942528736,87,25,0.28735632183908044,0,0.010912260873896913,0.015444203335403193,0.44901970092448945,3.705174899797555
dronevehicle,val,base,24,-4,-4,4,5.656854249492381,2821,2721,-0.19705477679246292,0.4131631783507476,0.10989010989010989,1.6300997427955937,0.032480133860043,0.5253456221198156,47,19,0.40425531914893614,3,0.010188682735269522,0.013681491370322388,0.4898849200925918,4.584904783789341
dronevehicle,val,n_iou_lt_070,24,-4,-4,4,5.656854249492381,229,220,0.0010624669506821439,-0.22332558970750588,0.7030567685589519,1.207050195165671,0.4195973496700425,0.9388646288209607,47,19,0.40425531914893614,3,0.012592257780932908,0.016888179461838036,0.6379509123183859,3.976330241738367
dronevehicle,val,quality_gate070,24,-4,-4,4,5.656854249492381,47,47,0.03824573077447084,-0.37675400172701545,0.9361702127659575,1.4491796405908977,0.522904093794648,0.9787234042553191,47,19,0.40425531914893614,0,0.00499196809568013,0.008385020878343776,0.3135161662822858,2.8569051690456604
