dataset,split,fixed_stratum,condition_index,dx_input_px,dy_input_px,linf_px,l2_px,fixed_n,teacher_unclamped_support_n,iou_advantage_mean,teacher_minus_native_ce_mean,teacher_ce_better_fraction,kl_t2_mean4_mean,cosine_mean,positive_cosine_fraction_fixed,original_quality_gate_n,original_quality_gate_survived_n,original_quality_gate_survival_fraction,new_quality_gate_members_n,lost_mass_t1_mean4_mean,lost_mass_t2_mean4_mean,conditional_vs_exact_box_max_abs_px_mean,conditional_vs_exact_box_max_abs_px_max
llvip,val,base,5,1,1,1,1.4142135623730951,548,548,0.035522908754611525,-0.18232156190780371,0.5894160583941606,0.7997296493222615,0.41117310339873797,0.8047445255474452,61,61,1.0,1,0.0019700253406049486,0.002522860124716709,0.180510979676724,0.9810391150685973
llvip,val,n_iou_lt_070,5,1,1,1,1.4142135623730951,199,199,0.13847721058976337,-0.5861163976821622,0.8341708542713567,1.3661718644230487,0.5686246642642006,0.8994974874371859,61,61,1.0,1,0.0025316592581456306,0.0030997466781222346,0.2242567022561363,0.9810391150685973
llvip,val,quality_gate070,5,1,1,1,1.4142135623730951,61,61,0.24981949875418802,-0.9578996149898423,1.0,1.7355332880488876,0.7873329308265418,1.0,61,61,1.0,0,0.0022019407381385922,0.002739849681001277,0.20970924993378282,0.9531215811524021
llvip,train,base,6,1,-1,1,1.4142135623730951,2728,2728,-0.014497864196814496,0.006153137710981798,0.35117302052785926,0.21351810808237837,0.31237111946770435,0.7690615835777126,23,23,1.0,1,0.0018091535526298234,0.0024710065892801707,0.1681508506289066,0.9888945365364634
llvip,train,n_iou_lt_070,6,1,-1,1,1.4142135623730951,82,82,0.12949728390404755,-0.4569516665907243,0.8170731707317073,0.7949319242580849,0.555309497769075,0.8902439024390244,23,23,1.0,1,0.002361390161514824,0.003189537976593429,0.2070774969363992,0.8894118120835515
llvip,train,quality_gate070,6,1,-1,1,1.4142135623730951,23,23,0.2268704291879093,-0.772154871898358,1.0,1.22815582817979,0.7817765337001484,1.0,23,23,1.0,0,0.002038427216033553,0.002713420608381105,0.19112912198597884,0.7473026731751133
llvip,val,base,6,1,-1,1,1.4142135623730951,548,548,0.035854919514226556,-0.177984922707355,0.5875912408759124,0.763555014149635,0.40688986989422804,0.7992700729927007,61,61,1.0,0,0.002045094192230443,0.0026405416844780855,0.1827595170083876,0.9810391150685973
llvip,val,n_iou_lt_070,6,1,-1,1,1.4142135623730951,199,199,0.1405435102292962,-0.5902138020240809,0.8442211055276382,1.314481517653931,0.5718537829435886,0.9045226130653267,61,61,1.0,0,0.0026948180016284564,0.0033232522488674116,0.22921692270095986,0.9810391150685973
llvip,val,quality_gate070,6,1,-1,1,1.4142135623730951,61,61,0.24829974268975424,-0.935433812960874,0.9672131147540983,1.6766079181460332,0.7838317171068447,1.0,61,61,1.0,0,0.0026412621329231192,0.003277252389638167,0.23816216942132754,0.9531215811524021
llvip,train,base,7,-1,1,1,1.4142135623730951,2728,2728,-0.01526036770791943,0.008203638457547766,0.34494134897360706,0.2173745106648241,0.3064009568558535,0.7661290322580645,23,22,0.9565217391304348,1,0.001730454014203327,0.0023649787001695827,0.16046514083136293,0.9928078909759392
llvip,train,n_iou_lt_070,7,-1,1,1,1.4142135623730951,82,82,0.12275431614950048,-0.44980631146558586,0.8658536585365854,0.8016659393974227,0.5550224939214663,0.9024390243902439,23,22,0.9565217391304348,1,0.0020571096389024515,0.0031120138359132378,0.18000702644556624,0.9258588974311124
llvip,train,quality_gate070,7,-1,1,1,1.4142135623730951,23,23,0.2037457634358226,-0.7490917288192445,0.9565217391304348,1.2264474031160437,0.7636984917886819,1.0,23,22,0.9565217391304348,0,0.0019021248593813242,0.002756803157356797,0.192532743211212,0.8166128741319199
llvip,val,base,7,-1,1,1,1.4142135623730951,548,548,0.03346684463256462,-0.1763538946825965,0.6040145985401459,0.8125090120703268,0.41148022608719664,0.801094890510949,61,60,0.9836065573770492,2,0.002312152593382534,0.002846262617422978,0.19835844162898386,0.9998995791130483
llvip,val,n_iou_lt_070,7,-1,1,1,1.4142135623730951,199,199,0.13928796607464286,-0.5843291574887753,0.8341708542713567,1.3697549968230773,0.5706869117885972,0.8994974874371859,61,60,0.9836065573770492,2,0.002295854905013802,0.0028386786825662868,0.19394439517378864,0.9912616902050786
llvip,val,quality_gate070,7,-1,1,1,1.4142135623730951,61,61,0.25535912440042774,-0.9607416525351103,1.0,1.7130130653291529,0.7896935264739589,1.0,61,60,0.9836065573770492,0,0.001846656415300554,0.002403844362004505,0.17784904756642816,0.9372573973132603
llvip,train,base,8,-1,-1,1,1.4142135623730951,2728,2728,-0.014396633898867485,0.005879215085930514,0.35410557184750735,0.21022453500370947,0.31236967176987396,0.7712609970674487,23,23,1.0,2,0.0018871567122057098,0.0025542099916199107,0.17243516634180728,0.9928078909759392
llvip,train,n_iou_lt_070,8,-1,-1,1,1.4142135623730951,82,82,0.12482443511231778,-0.45440904154871953,0.8292682926829268,0.7907553767705241,0.5547727590392229,0.8902439024390244,23,23,1.0,2,0.002642146791688786,0.0035720432065585814,0.22176703296769582,0.9258588974311124
llvip,train,quality_gate070,8,-1,-1,1,1.4142135623730951,23,23,0.20972594305651898,-0.7591128905144685,0.9130434782608695,1.21565921209231,0.7678856020854075,1.0,23,23,1.0,0,0.002550437637241977,0.0033397770213214805,0.2519015538107971,0.8166128741319199
llvip,val,base,8,-1,-1,1,1.4142135623730951,548,548,0.033872768947348815,-0.17201725548214775,0.593065693430657,0.7763343768977002,0.4069773851639832,0.791970802919708,61,60,0.9836065573770492,1,0.0023872214450080284,0.002963944177184354,0.2094247191919254,0.9998995791130483
llvip,val,n_iou_lt_070,8,-1,-1,1,1.4142135623730951,199,199,0.14143434337310382,-0.5884265618306941,0.8241206030150754,1.3180646500539601,0.5749495350366831,0.9045226130653267,61,60,0.9836065573770492,1,0.002459013648496628,0.0030621842533114633,0.21473560948680812,0.9912616902050786
llvip,val,quality_gate070,8,-1,-1,1,1.4142135623730951,61,61,0.2538568221509991,-0.9382758505061425,0.9836065573770492,1.6540876954262986,0.7866419509762015,1.0,61,60,0.9836065573770492,0,0.0022859778100850804,0.0029412470706413965,0.21180046413403944,0.9372573973132603
llvip,train,base,9,2,0,2,2.0,2728,2726,-0.03266067795861068,0.013140580574418095,0.34420821114369504,0.2517220727311639,0.28515921708862657,0.7595307917888563,23,23,1.0,2,0.00288531581940569,0.0037966296789469878,0.2735778636695425,1.9763927472250202
llvip,train,n_iou_lt_070,9,2,0,2,2.0,82,82,0.12335769432840883,-0.4393611576996762,0.8292682926829268,0.8332151242849224,0.5464250002937369,0.8780487804878049,23,23,1.0,2,0.0028418351577009808,0.0040881924759697775,0.26654527693104496,1.7686704573743555
llvip,train,quality_gate070,9,2,0,2,2.0,23,23,0.2272198909713525,-0.75706454864909,1.0,1.2646235776195305,0.7700883628685363,1.0,23,23,1.0,0,0.0025259255529562407,0.003493982203826018,0.26187636746002846,1.4673293875221134
llvip,val,base,9,2,0,2,2.0,548,548,0.026708738945268734,-0.16304546143141976,0.5711678832116789,0.8062928191552955,0.40465822694344117,0.8065693430656934,61,57,0.9344262295081968,0,0.00332741650113938,0.004095803873089863,0.30560116519205976,1.959788945360458
llvip,val,n_iou_lt_070,9,2,0,2,2.0,199,199,0.12821039734258005,-0.5603668681738494,0.8140703517587939,1.3670982158372116,0.5652187707154297,0.9045226130653267,61,57,0.9344262295081968,0,0.004408861414219732,0.005144477221387204,0.38734762209107104,1.959788945360458
llvip,val,quality_gate070,9,2,0,2,2.0,61,61,0.2304719175059075,-0.929794593702405,0.9672131147540983,1.742531665274326,0.7763675492823859,1.0,61,57,0.9344262295081968,0,0.0043604229366640285,0.0050980077514324856,0.409528491663089,1.9011356645642081
llvip,train,base,10,-2,0,2,2.0,2728,2726,-0.03232042061801699,0.012774508155498255,0.34494134897360706,0.2447026895531467,0.28616882733384086,0.7598973607038123,23,21,0.9130434782608695,1,0.0030413221385574636,0.003963036483626467,0.2869129103566279,1.9846871436774904
llvip,train,n_iou_lt_070,10,-2,0,2,2.0,82,82,0.11221962801134837,-0.43592608579675374,0.8170731707317073,0.8232322277250139,0.5416156141972699,0.926829268292683,23,21,0.9130434782608695,1,0.003403348418048903,0.004853202935900082,0.30375764735611577,1.8442477499514212
llvip,train,quality_gate070,10,-2,0,2,2.0,23,23,0.18997517443494114,-0.7357377195831284,0.9130434782608695,1.2383640606962347,0.7442842358919243,1.0,23,21,0.9130434782608695,0,0.00354994639537309,0.004746695029706769,0.35913132392622243,1.6189317499548679
llvip,val,base,10,-2,0,2,2.0,548,543,0.023229485168750345,-0.1538269975700068,0.5912408759124088,0.8308700472905954,0.40359747816993663,0.7992700729927007,61,58,0.9508196721311475,1,0.004011671006694551,0.0047426088585024,0.3650691107970836,1.999786621100725
llvip,val,n_iou_lt_070,10,-2,0,2,2.0,199,197,0.13125650245512815,-0.5575587538515333,0.8140703517587939,1.3745649009445637,0.5699433324282344,0.9045226130653267,61,58,0.9508196721311475,1,0.003937252707956076,0.004622341230275309,0.3536730286600949,1.9814197029484149
llvip,val,quality_gate070,10,-2,0,2,2.0,61,61,0.24322799325093464,-0.9333792830115294,0.9836065573770492,1.6973560837394601,0.7828074050225456,1.0,61,58,0.9508196721311475,0,0.0036498542909879526,0.004425997113438944,0.35063764962163424,1.8679799257096192
llvip,train,base,11,0,2,2,2.0,2728,2728,-0.015155052367836033,0.01432374666309701,0.33027859237536655,0.24770365087817095,0.28492543984564883,0.7580645161290323,23,21,0.9130434782608695,0,0.0004195858898491902,0.0007669209167126984,0.04278574389290793,1.9547314879654891
llvip,train,n_iou_lt_070,11,0,2,2,2.0,82,82,0.12379270969814495,-0.4285931492029779,0.8170731707317073,0.8283106189925641,0.5485288439345748,0.8902439024390244,23,21,0.9130434782608695,0,0.000710870859756,0.0013708247359263935,0.08006326549829033,1.6261687694495208
llvip,train,quality_gate070,11,0,2,2,2.0,23,23,0.2087606640354162,-0.7473259943091393,0.9565217391304348,1.258316616950939,0.7593941330187757,1.0,23,21,0.9130434782608695,0,0.00025430332338955916,0.0007669112850068253,0.030521261594450923,0.5994119313593842
llvip,val,base,11,0,2,2,2.0,548,548,0.033997674954341826,-0.16105085105613803,0.583941605839416,0.8515323353245656,0.402681687867545,0.8029197080291971,61,60,0.9836065573770492,2,0.0006126341800705169,0.0009499163763435556,0.060254331879369544,1.9003453228717149
llvip,val,n_iou_lt_070,11,0,2,2,2.0,199,199,0.13822806081020084,-0.5566516439869391,0.8040201005025126,1.4217837779002138,0.5604847920206978,0.8944723618090452,61,60,0.9836065573770492,2,0.0006544571020715279,0.0010550161348572653,0.06762116093038607,1.9003453228717149
llvip,val,quality_gate070,11,0,2,2,2.0,61,61,0.25432334460060096,-0.9550598675424034,1.0,1.7864915416691391,0.7856855487201927,1.0,61,60,0.9836065573770492,0,4.3458539613155953e-05,0.0003816916105700656,0.005822868068995175,0.22231085904940073
llvip,train,base,12,0,-2,2,2.0,2728,2728,-0.013734966030547005,0.01063054512224261,0.33687683284457476,0.232100871832229,0.2934830576125122,0.7661290322580645,23,22,0.9565217391304348,1,0.0007329912858539564,0.0011453834996133542,0.07168779278836424,1.9233916372216981
llvip,train,n_iou_lt_070,12,0,-2,2,2.0,82,82,0.12851749021887576,-0.43435262109166434,0.7804878048780488,0.8041743769939934,0.5472747378494448,0.8780487804878049,23,22,0.9565217391304348,1,0.0018809451653286683,0.0022908834772170806,0.1665890198107262,1.66343611230252
llvip,train,quality_gate070,12,0,-2,2,2.0,23,23,0.22076504595599425,-0.7633879144303178,0.9130434782608695,1.235105428855837,0.7744790567631256,1.0,23,22,0.9565217391304348,0,0.0015509288791108638,0.0019328590129361904,0.15656782341483408,1.477606403947675
llvip,val,base,12,0,-2,2,2.0,548,548,0.03484081294673171,-0.1556098346921655,0.5693430656934306,0.7778828998113262,0.39210279661721675,0.791970802919708,61,61,1.0,0,0.0007627718833215057,0.0011852794958663083,0.08001596716376096,1.9539164899960042
llvip,val,n_iou_lt_070,12,0,-2,2,2.0,199,199,0.14208550282468474,-0.5647967132822712,0.8040201005025126,1.316970056563135,0.5665600887532886,0.9095477386934674,61,61,1.0,0,0.0009807745890371795,0.0015020272763476188,0.10753952612372605,1.9539164899960042
llvip,val,quality_gate070,12,0,-2,2,2.0,61,61,0.25196897597940954,-0.9252852122886486,0.9672131147540983,1.6662285712585003,0.7791395880984336,1.0,61,61,1.0,0,0.0009221013291822101,0.0014564970278438478,0.09712028396431432,1.4417831731466322
llvip,train,base,13,2,2,2,2.8284271247461903,2728,2726,-0.04472476565635353,0.044884573224298646,0.21297653958944282,0.2928571680913113,0.21768720974719166,0.7063782991202346,23,21,0.9130434782608695,2,0.003304901709254881,0.004563550595659686,0.30186459189467824,1.9763927472250202
llvip,train,n_iou_lt_070,13,2,2,2,2.8284271247461903,82,82,0.11456890100707817,-0.43586873324362424,0.8536585365853658,0.8470752787479798,0.5505948193591934,0.8780487804878049,23,21,0.9130434782608695,2,0.003552706017456981,0.005459017211896171,0.29932725266528776,1.7686704573743555
llvip,train,quality_gate070,13,2,2,2,2.8284271247461903,23,23,0.213755811747181,-0.743539435584991,1.0,1.2649618823165911,0.7657814848910492,1.0,23,21,0.9130434782608695,0,0.0027802288763458,0.004260893488832844,0.2899824244743342,1.4673293875221134
llvip,val,base,13,2,2,2,2.8284271247461903,548,548,0.019949604144038974,-0.1681983451664758,0.5638686131386861,0.8536197466925927,0.4011405309419925,0.8120437956204379,61,58,0.9508196721311475,1,0.003940050681209897,0.005045720249433418,0.3560185870021345,1.959788945360458
llvip,val,n_iou_lt_070,13,2,2,2,2.8284271247461903,199,199,0.12073944680380701,-0.578550376101003,0.8492462311557789,1.4096370426917013,0.5701236986675099,0.9296482412060302,61,58,0.9508196721311475,1,0.005063318516291261,0.006199493356244469,0.4421853059361022,1.959788945360458
llvip,val,quality_gate070,13,2,2,2,2.8284271247461903,61,61,0.2234055533083422,-0.9394013346552894,1.0,1.770359319941244,0.7773770053018682,1.0,61,58,0.9508196721311475,0,0.0044038814762771845,0.005479699362002554,0.4138681845644339,1.9011356645642081
llvip,train,base,14,2,-2,2,2.8284271247461903,2728,2726,-0.04347891158962085,0.04119137168344424,0.21407624633431085,0.27725438904536936,0.2225265037478967,0.7082111436950147,23,22,0.9565217391304348,2,0.0036183071052596468,0.004942013178560341,0.3309521754169488,1.9763927472250202
llvip,train,n_iou_lt_070,14,2,-2,2,2.8284271247461903,82,82,0.11895314932684786,-0.44162820513231066,0.7926829268292683,0.8229390367494093,0.5496428697249116,0.8780487804878049,23,22,0.9565217391304348,2,0.004722780323029648,0.006379075953186858,0.4066676070841518,1.7686704573743555
llvip,train,quality_gate070,14,2,-2,2,2.8284271247461903,23,23,0.22554532446452571,-0.7596013557061695,0.9565217391304348,1.2417506942214889,0.7848827785899196,1.0,23,22,0.9565217391304348,0,0.004076854432067106,0.00542684121676221,0.3759546428385786,1.477606403947675
llvip,val,base,14,2,-2,2,2.8284271247461903,548,548,0.020548811023473983,-0.1627573288025033,0.5492700729927007,0.7799703111793532,0.3916178034855068,0.8065693430656934,61,55,0.9016393442622951,0,0.004090188384460886,0.005281083368956171,0.36041039967461597,1.959788945360458
llvip,val,n_iou_lt_070,14,2,-2,2,2.8284271247461903,199,199,0.12407809191026456,-0.5866954453963353,0.8542713567839196,1.3048233213546219,0.5748145765911157,0.9346733668341709,61,55,0.9016393442622951,0,0.005389636003256913,0.006646504497734823,0.4520294593544781,1.959788945360458
llvip,val,quality_gate070,14,2,-2,2,2.8284271247461903,61,61,0.2207737203198251,-0.9096266794015345,0.9672131147540983,1.650096349530605,0.7708824183478128,1.0,61,55,0.9016393442622951,0,0.0052825242658462385,0.006554504779276334,0.4699526506236766,1.9011356645642081
llvip,train,base,15,-2,2,2,2.8284271247461903,2728,2726,-0.04448867734629056,0.04451850080537881,0.21297653958944282,0.28583778491329404,0.21631969344368512,0.7085777126099707,23,19,0.8260869565217391,1,0.003460908028406654,0.004729957400339165,0.3160099034623161,1.9846871436774904
llvip,train,n_iou_lt_070,15,-2,2,2,2.8284271247461903,82,82,0.10347368633476131,-0.4324336613407015,0.8292682926829268,0.8370923821880711,0.5476741781810828,0.9390243902439024,23,19,0.8260869565217391,1,0.004114219277804903,0.0062240276718264756,0.3530785815247269,1.8442477499514212
llvip,train,quality_gate070,15,-2,2,2,2.8284271247461903,23,23,0.17695637800800254,-0.7222126065190295,0.9130434782608695,1.2387023653932954,0.7442249202283351,1.0,23,19,0.8260869565217391,0,0.0038042497187626484,0.005513606314713594,0.3785480712593479,1.6189317499548679
llvip,val,base,15,-2,2,2,2.8284271247461903,548,543,0.016324340997145997,-0.1589798813050629,0.5565693430656934,0.8781969748278926,0.4008565333992815,0.8083941605839416,61,58,0.9508196721311475,2,0.004624305186765068,0.005692525234845956,0.39149695135284296,1.999786621100725
llvip,val,n_iou_lt_070,15,-2,2,2,2.8284271247461903,199,197,0.12348271662580475,-0.5757422617786869,0.8391959798994975,1.417103727799053,0.5738345107315042,0.9195979899497487,61,58,0.9508196721311475,2,0.004591709810027604,0.0056773573651325735,0.38279251471285486,1.9814197029484149
llvip,val,quality_gate070,15,-2,2,2,2.8284271247461903,61,61,0.2357271106026905,-0.9429860239644136,1.0,1.7251837384063782,0.7832320415359133,1.0,61,58,0.9508196721311475,0,0.003693312830601108,0.00480768872400901,0.3507255706411596,1.8679799257096192
llvip,train,base,16,-2,-2,2,2.8284271247461903,2728,2726,-0.04313310407588196,0.04082529926452441,0.21957478005865103,0.2702350058673521,0.22353940940768818,0.7129765395894428,23,21,0.9130434782608695,2,0.0037743134244114197,0.0051084199832398215,0.33957395229705134,1.9846871436774904
llvip,train,n_iou_lt_070,16,-2,-2,2,2.8284271247461903,82,82,0.10806282220375318,-0.4381931332293881,0.8414634146341463,0.8129561401895005,0.5481979347342262,0.9146341463414634,23,21,0.9130434782608695,2,0.005284293583377572,0.007144086413117163,0.43538614044125146,1.8442477499514212
llvip,train,quality_gate070,16,-2,-2,2,2.8284271247461903,23,23,0.1889182028605302,-0.738274526640208,0.9130434782608695,1.2154911772981933,0.7556137011930122,1.0,23,21,0.9130434782608695,0,0.005100875274483954,0.006679554042642961,0.49582255539690673,1.6189317499548679
llvip,val,base,16,-2,-2,2,2.8284271247461903,548,543,0.017156989833187475,-0.15353886494109034,0.5346715328467153,0.8045475393146534,0.3905214138302053,0.7992700729927007,61,58,0.9508196721311475,1,0.004774442890016057,0.005927888354368708,0.4132985627189028,1.999786621100725
llvip,val,n_iou_lt_070,16,-2,-2,2,2.8284271247461903,199,197,0.127145342704665,-0.5838873310740189,0.8291457286432161,1.3122900064619745,0.5821837565528818,0.9246231155778895,61,58,0.9508196721311475,1,0.004918027296993256,0.006124368506622927,0.4238284375012718,1.9814197029484149
llvip,val,quality_gate070,16,-2,-2,2,2.8284271247461903,61,61,0.23324066662136422,-0.9132113687106587,0.9836065573770492,1.6049207679957396,0.7780898379978938,1.0,61,58,0.9508196721311475,0,0.004571955620170161,0.005882494141282793,0.41760601848936413,1.8679799257096192
llvip,train,base,17,4,0,4,4.0,2728,2698,-0.0902920276674431,0.060200694801386644,0.1939149560117302,0.38579076733547607,0.18070774482500085,0.6851173020527859,23,22,0.9565217391304348,2,0.00577063163881138,0.0075932593578939755,0.5280779897553183,3.945995310078956
llvip,train,n_iou_lt_070,17,4,0,4,4.0,82,82,0.09264646887584013,-0.40010215955026623,0.8048780487804879,0.9410706449196021,0.5191349983030787,0.9024390243902439,23,22,0.9565217391304348,2,0.0056836703154019615,0.008176384951939555,0.5098571503690736,3.4905698302386554
llvip,train,quality_gate070,17,4,0,4,4.0,23,23,0.2024450278253448,-0.7304040762132284,0.9565217391304348,1.3423869438968479,0.745487416179451,1.0,23,22,0.9565217391304348,0,0.0050518511059124815,0.006987964407652036,0.5038498433684037,2.8586615189973372
llvip,val,base,17,4,0,4,4.0,548,536,-0.007231446038526163,-0.131060059143346,0.5109489051094891,0.8995530354781337,0.3741050570804995,0.8065693430656934,61,49,0.8032786885245902,1,0.00665483300227876,0.008191607746179726,0.5921588359186831,3.908534613004747
llvip,val,n_iou_lt_070,17,4,0,4,4.0,199,192,0.0936376995808371,-0.5313296455707907,0.8090452261306532,1.4465615899822577,0.5481809143459786,0.914572864321608,61,49,0.8032786885245902,1,0.008817722828439465,0.010288954442774409,0.7500044636534394,3.908534613004747
llvip,val,quality_gate070,17,4,0,4,4.0,61,59,0.17651523476880648,-0.8948954532734571,0.9508196721311475,1.8117479145420896,0.7422329909841315,0.9836065573770492,61,49,0.8032786885245902,0,0.008720845873328057,0.010196015502864971,0.7958375669061903,3.778094252996084
llvip,train,base,18,-4,0,4,4.0,2728,2708,-0.09016327343760731,0.059584546339107015,0.1975806451612903,0.3708218813030622,0.18351433943389073,0.6924486803519062,23,16,0.6956521739130435,2,0.006082644277114927,0.007926072967252933,0.5544539041522153,3.9648336404708857
llvip,train,n_iou_lt_070,18,-4,0,4,4.0,82,82,0.07508809454629699,-0.3947757424646908,0.7560975609756098,0.9170911086769795,0.502159283050242,0.9146341463414634,23,16,0.6956521739130435,2,0.006806696836097806,0.009706405871800165,0.5809108553005752,3.6535935096333105
llvip,train,quality_gate070,18,-4,0,4,4.0,23,23,0.14750930998165215,-0.6951467118227971,0.8695652173913043,1.2859792383363022,0.68914423250317,1.0,23,16,0.6956521739130435,0,0.00709989279074618,0.009493390059413537,0.6925120546150367,3.173437594488803
llvip,val,base,18,-4,0,4,4.0,548,536,-0.016105358804682175,-0.11675207582227319,0.5182481751824818,0.9462141621578508,0.3740509379283866,0.8065693430656934,61,54,0.8852459016393442,1,0.008023342013389102,0.0094852177170048,0.7086079228678828,3.9995123627402336
llvip,val,n_iou_lt_070,18,-4,0,4,4.0,199,195,0.09623896678001818,-0.5265243369756311,0.8090452261306532,1.4625007333147721,0.5583515125355429,0.9296482412060302,61,54,0.8852459016393442,1,0.007874505415912152,0.009244682460550617,0.6865301439404282,3.9574673973459227
llvip,val,quality_gate070,18,-4,0,4,4.0,61,60,0.19422107649550494,-0.8991170644512625,0.9836065573770492,1.7213513407657575,0.7601411141404852,1.0,61,54,0.8852459016393442,0,0.007299708581975905,0.008851994226877888,0.6799412042272577,3.7052618025197717
llvip,train,base,19,0,4,4,4.0,2728,2726,-0.03925834058876292,0.061304910036612904,0.1840175953079179,0.3791615440863535,0.18191873176055584,0.6832844574780058,23,16,0.6956521739130435,0,0.0008391717796983804,0.0015338418334253968,0.08263599652881602,3.897321854806762
llvip,train,n_iou_lt_070,19,0,4,4,4.0,82,82,0.108021147271105,-0.3952178468060311,0.7804878048780488,0.9162312836156109,0.5237028090130097,0.9024390243902439,23,16,0.6956521739130435,0,0.001421741719512,0.002741649471852787,0.15423735591728369,3.1885666623229554
llvip,train,quality_gate070,19,0,4,4,4.0,23,23,0.18732424181560695,-0.7130892453151966,0.8695652173913043,1.3295359317533852,0.7205695879942268,1.0,23,16,0.6956521739130435,0,0.0005086066467791183,0.0015338225700136507,0.057958818872571746,1.1380364276725459
llvip,val,base,19,0,4,4,4.0,548,547,0.019206428408620874,-0.12698097849361914,0.531021897810219,0.9894582012905531,0.3762459195333067,0.7992700729927007,61,60,0.9836065573770492,1,0.0012252683601410338,0.0018998327526871112,0.11715037483867421,3.7770225890851066
llvip,val,n_iou_lt_070,19,0,4,4,4.0,199,198,0.12453421983671045,-0.5253053913635436,0.7889447236180904,1.550574150521361,0.5454924996842023,0.9045226130653267,61,60,0.9836065573770492,1,0.0013089142041430558,0.0021100322697145306,0.13152075564548468,3.7770225890851066
llvip,val,quality_gate070,19,0,4,4,4.0,61,61,0.23777549287178762,-0.9255452379874284,1.0,1.903876974165343,0.7639592521382192,1.0,61,60,0.9836065573770492,0,8.691707922631191e-05,0.0007633832211401312,0.011003501763860729,0.4177295851170584
llvip,train,base,20,0,-4,4,4.0,2728,2726,-0.03704003432675128,0.05517951847820442,0.19244868035190615,0.34528972623936477,0.188231283200026,0.6854838709677419,23,21,0.9130434782608695,1,0.0014659825717079128,0.0022907669992267084,0.13824574981203808,3.827285551924433
llvip,train,n_iou_lt_070,20,0,-4,4,4.0,82,82,0.1154899079365541,-0.40295421071516124,0.7682926829268293,0.8625077056950227,0.5230768626055635,0.8902439024390244,23,21,0.9130434782608695,1,0.0037618903306573365,0.004581766954434161,0.3213136322216629,3.2670974889199442
llvip,train,quality_gate070,20,0,-4,4,4.0,23,23,0.20442100737588054,-0.7396926015762709,0.9130434782608695,1.2786588748407457,0.758141300270037,1.0,23,21,0.9130434782608695,0,0.0031018577582217276,0.003865718025872381,0.30250952634777756,2.8798610936903515
